"Plot Title: 10324659"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10324659, SEN S/N: 10324659)","Coupler Detached (LGR S/N: 10324659)","Coupler Attached (LGR S/N: 10324659)","Stopped (LGR S/N: 10324659)","End Of File (LGR S/N: 10324659)"
1,05/20/20 01:00:00 PM,19.389,Logged,,,
2,05/20/20 02:00:00 PM,19.532,,,,
3,05/20/20 03:00:00 PM,20.650,,,,
4,05/20/20 04:00:00 PM,23.497,,,,
5,05/20/20 05:00:00 PM,26.646,,,,
6,05/20/20 06:00:00 PM,26.916,,,,
7,05/20/20 07:00:00 PM,20.650,,,,
8,05/20/20 08:00:00 PM,18.081,,,,
9,05/20/20 09:00:00 PM,18.818,,,,
10,05/20/20 10:00:00 PM,18.771,,,,
11,05/20/20 11:00:00 PM,17.748,,,,
12,05/21/20 12:00:00 AM,15.390,,,,
13,05/21/20 01:00:00 AM,12.751,,,,
14,05/21/20 02:00:00 AM,10.736,,,,
15,05/21/20 03:00:00 AM,9.089,,,,
16,05/21/20 04:00:00 AM,7.544,,,,
17,05/21/20 05:00:00 AM,6.281,,,,
18,05/21/20 06:00:00 AM,5.257,,,,
19,05/21/20 07:00:00 AM,4.844,,,,
20,05/21/20 08:00:00 AM,5.411,,,,
21,05/21/20 09:00:00 AM,7.393,,,,
22,05/21/20 10:00:00 AM,12.171,,,,
23,05/21/20 11:00:00 AM,19.294,,,,
24,05/21/20 12:00:00 PM,23.809,,,,
25,05/21/20 01:00:00 PM,4.844,,,,
26,05/21/20 02:00:00 PM,4.999,,,,
27,05/21/20 03:00:00 PM,4.402,,,,
28,05/21/20 04:00:00 PM,4.220,,,,
29,05/21/20 05:00:00 PM,4.402,,,,
30,05/21/20 06:00:00 PM,4.376,,,,
31,05/21/20 07:00:00 PM,4.376,,,,
32,05/21/20 08:00:00 PM,4.402,,,,
33,05/21/20 09:00:00 PM,4.402,,,,
34,05/21/20 10:00:00 PM,4.298,,,,
35,05/21/20 11:00:00 PM,4.246,,,,
36,05/22/20 12:00:00 AM,4.194,,,,
37,05/22/20 01:00:00 AM,4.168,,,,
38,05/22/20 02:00:00 AM,4.063,,,,
39,05/22/20 03:00:00 AM,3.958,,,,
40,05/22/20 04:00:00 AM,3.749,,,,
41,05/22/20 05:00:00 AM,3.643,,,,
42,05/22/20 06:00:00 AM,3.538,,,,
43,05/22/20 07:00:00 AM,3.512,,,,
44,05/22/20 08:00:00 AM,3.485,,,,
45,05/22/20 09:00:00 AM,3.854,,,,
46,05/22/20 10:00:00 AM,3.958,,,,
47,05/22/20 11:00:00 AM,4.168,,,,
48,05/22/20 12:00:00 PM,3.958,,,,
49,05/22/20 01:00:00 PM,4.194,,,,
50,05/22/20 02:00:00 PM,4.532,,,,
51,05/22/20 03:00:00 PM,4.688,,,,
52,05/22/20 04:00:00 PM,4.636,,,,
53,05/22/20 05:00:00 PM,4.324,,,,
54,05/22/20 06:00:00 PM,4.506,,,,
55,05/22/20 07:00:00 PM,4.610,,,,
56,05/22/20 08:00:00 PM,4.792,,,,
57,05/22/20 09:00:00 PM,4.584,,,,
58,05/22/20 10:00:00 PM,4.584,,,,
59,05/22/20 11:00:00 PM,4.532,,,,
60,05/23/20 12:00:00 AM,4.688,,,,
61,05/23/20 01:00:00 AM,4.740,,,,
62,05/23/20 02:00:00 AM,4.662,,,,
63,05/23/20 03:00:00 AM,4.636,,,,
64,05/23/20 04:00:00 AM,4.454,,,,
65,05/23/20 05:00:00 AM,4.454,,,,
66,05/23/20 06:00:00 AM,4.220,,,,
67,05/23/20 07:00:00 AM,3.985,,,,
