"Plot Title: 10537882"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10537882, SEN S/N: 10537882)","Coupler Detached (LGR S/N: 10537882)","End Of File (LGR S/N: 10537882)"
600,06/14/20 12:00:00 PM,9.632,,
601,06/14/20 01:00:00 PM,9.558,,
602,06/14/20 02:00:00 PM,9.534,,
603,06/14/20 03:00:00 PM,9.558,,
604,06/14/20 04:00:00 PM,9.632,,
605,06/14/20 05:00:00 PM,9.829,,
606,06/14/20 06:00:00 PM,9.977,,
607,06/14/20 07:00:00 PM,10.124,,
608,06/14/20 08:00:00 PM,10.198,,
609,06/14/20 09:00:00 PM,10.173,,
610,06/14/20 10:00:00 PM,10.100,,
611,06/14/20 11:00:00 PM,10.026,,
612,06/15/20 12:00:00 AM,9.879,,
613,06/15/20 01:00:00 AM,9.756,,
614,06/15/20 02:00:00 AM,9.632,,
615,06/15/20 03:00:00 AM,9.534,,
616,06/15/20 04:00:00 AM,9.485,,
617,06/15/20 05:00:00 AM,9.460,,
618,06/15/20 06:00:00 AM,9.435,,
619,06/15/20 07:00:00 AM,9.410,,
620,06/15/20 08:00:00 AM,9.435,,
621,06/15/20 09:00:00 AM,9.509,,
622,06/15/20 10:00:00 AM,9.608,,
623,06/15/20 11:00:00 AM,9.780,,
624,06/15/20 12:00:00 PM,9.952,,
625,06/15/20 01:00:00 PM,10.271,,
626,06/15/20 02:00:00 PM,10.565,,
627,06/15/20 03:00:00 PM,10.810,,
628,06/15/20 04:00:00 PM,11.127,,
629,06/15/20 05:00:00 PM,11.370,,
630,06/15/20 06:00:00 PM,11.419,,
631,06/15/20 07:00:00 PM,11.394,,
632,06/15/20 08:00:00 PM,11.419,,
633,06/15/20 09:00:00 PM,11.419,,
634,06/15/20 10:00:00 PM,11.394,,
635,06/15/20 11:00:00 PM,11.370,,
636,06/16/20 12:00:00 AM,11.321,,
637,06/16/20 01:00:00 AM,11.200,,
638,06/16/20 02:00:00 AM,11.053,,
639,06/16/20 03:00:00 AM,10.907,,
640,06/16/20 04:00:00 AM,10.810,,
641,06/16/20 05:00:00 AM,10.736,,
642,06/16/20 06:00:00 AM,10.638,,
643,06/16/20 07:00:00 AM,10.541,,
644,06/16/20 08:00:00 AM,10.467,,
645,06/16/20 09:00:00 AM,10.467,,
646,06/16/20 10:00:00 AM,10.565,,
647,06/16/20 11:00:00 AM,10.687,,
648,06/16/20 12:00:00 PM,10.883,,
649,06/16/20 01:00:00 PM,11.151,,
650,06/16/20 02:00:00 PM,11.297,,
651,06/16/20 03:00:00 PM,11.516,,
652,06/16/20 04:00:00 PM,11.734,,
653,06/16/20 05:00:00 PM,11.856,,
654,06/16/20 06:00:00 PM,11.929,,
655,06/16/20 07:00:00 PM,12.050,,
656,06/16/20 08:00:00 PM,12.074,,
657,06/16/20 09:00:00 PM,12.050,,
658,06/16/20 10:00:00 PM,11.953,,
659,06/16/20 11:00:00 PM,11.807,,
660,06/17/20 12:00:00 AM,11.686,,
661,06/17/20 01:00:00 AM,11.516,,
662,06/17/20 02:00:00 AM,11.394,,
663,06/17/20 03:00:00 AM,11.297,,
664,06/17/20 04:00:00 AM,11.224,,
665,06/17/20 05:00:00 AM,11.175,,
666,06/17/20 06:00:00 AM,11.078,,
667,06/17/20 07:00:00 AM,10.932,,
668,06/17/20 08:00:00 AM,10.858,,
669,06/17/20 09:00:00 AM,10.810,,
670,06/17/20 10:00:00 AM,10.883,,
671,06/17/20 11:00:00 AM,11.053,,
672,06/17/20 12:00:00 PM,11.200,,
673,06/17/20 01:00:00 PM,11.443,,
674,06/17/20 02:00:00 PM,11.710,,
675,06/17/20 03:00:00 PM,11.977,,
676,06/17/20 04:00:00 PM,12.243,,
677,06/17/20 05:00:00 PM,12.509,,
678,06/17/20 06:00:00 PM,12.558,,
679,06/17/20 07:00:00 PM,12.606,,
680,06/17/20 08:00:00 PM,12.606,,
681,06/17/20 09:00:00 PM,12.534,,
682,06/17/20 10:00:00 PM,12.413,,
683,06/17/20 11:00:00 PM,12.316,,
684,06/18/20 12:00:00 AM,12.171,,
685,06/18/20 01:00:00 AM,12.074,,
686,06/18/20 02:00:00 AM,12.001,,
687,06/18/20 03:00:00 AM,11.904,,
688,06/18/20 04:00:00 AM,11.783,,
689,06/18/20 05:00:00 AM,11.613,,
690,06/18/20 06:00:00 AM,11.467,,
691,06/18/20 07:00:00 AM,11.394,,
692,06/18/20 08:00:00 AM,11.346,,
693,06/18/20 09:00:00 AM,11.346,,
694,06/18/20 10:00:00 AM,11.419,,
695,06/18/20 11:00:00 AM,11.565,,
696,06/18/20 12:00:00 PM,11.662,,
697,06/18/20 01:00:00 PM,11.783,,
698,06/18/20 02:00:00 PM,11.953,,
699,06/18/20 03:00:00 PM,12.050,,
700,06/18/20 04:00:00 PM,12.219,,
701,06/18/20 05:00:00 PM,12.413,,
702,06/18/20 06:00:00 PM,12.534,,
703,06/18/20 07:00:00 PM,12.678,,
704,06/18/20 08:00:00 PM,12.678,,
705,06/18/20 09:00:00 PM,12.606,,
706,06/18/20 10:00:00 PM,12.509,,
707,06/18/20 11:00:00 PM,12.413,,
708,06/19/20 12:00:00 AM,12.316,,
709,06/19/20 01:00:00 AM,12.268,,
710,06/19/20 02:00:00 AM,12.171,,
711,06/19/20 03:00:00 AM,12.074,,
712,06/19/20 04:00:00 AM,11.929,,
713,06/19/20 05:00:00 AM,11.832,,
714,06/19/20 06:00:00 AM,11.759,,
715,06/19/20 07:00:00 AM,11.686,,
716,06/19/20 08:00:00 AM,11.613,,
717,06/19/20 09:00:00 AM,11.540,,
718,06/19/20 10:00:00 AM,11.467,,
719,06/19/20 11:00:00 AM,11.394,,
720,06/19/20 12:00:00 PM,11.297,,
721,06/19/20 01:00:00 PM,11.200,,
722,06/19/20 02:00:00 PM,11.151,,
723,06/19/20 03:00:00 PM,11.102,,
724,06/19/20 04:00:00 PM,11.127,,
725,06/19/20 05:00:00 PM,11.151,,
726,06/19/20 06:00:00 PM,11.151,,
727,06/19/20 07:00:00 PM,11.151,,
728,06/19/20 08:00:00 PM,11.200,,
729,06/19/20 09:00:00 PM,11.151,,
730,06/19/20 10:00:00 PM,11.029,,
731,06/19/20 11:00:00 PM,10.907,,
732,06/20/20 12:00:00 AM,10.810,,
733,06/20/20 01:00:00 AM,10.712,,
734,06/20/20 02:00:00 AM,10.590,,
735,06/20/20 03:00:00 AM,10.443,,
736,06/20/20 04:00:00 AM,10.320,,
737,06/20/20 05:00:00 AM,10.173,,
738,06/20/20 06:00:00 AM,10.026,,
739,06/20/20 07:00:00 AM,9.928,,
740,06/20/20 08:00:00 AM,9.854,,
741,06/20/20 09:00:00 AM,9.829,,
742,06/20/20 10:00:00 AM,9.829,,
743,06/20/20 11:00:00 AM,9.854,,
744,06/20/20 12:00:00 PM,9.952,,
745,06/20/20 01:00:00 PM,10.149,,
746,06/20/20 02:00:00 PM,10.296,,
747,06/20/20 03:00:00 PM,10.369,,
748,06/20/20 04:00:00 PM,10.320,,
749,06/20/20 05:00:00 PM,10.271,,
750,06/20/20 06:00:00 PM,10.124,,
751,06/20/20 07:00:00 PM,10.026,,
752,06/20/20 08:00:00 PM,9.977,,
753,06/20/20 09:00:00 PM,9.977,,
754,06/20/20 10:00:00 PM,9.928,,
755,06/20/20 11:00:00 PM,9.879,,
756,06/21/20 12:00:00 AM,9.780,,
757,06/21/20 01:00:00 AM,9.657,,
758,06/21/20 02:00:00 AM,9.509,,
759,06/21/20 03:00:00 AM,9.410,,
760,06/21/20 04:00:00 AM,9.312,,
761,06/21/20 05:00:00 AM,9.213,,
762,06/21/20 06:00:00 AM,9.139,,
763,06/21/20 07:00:00 AM,9.064,,
764,06/21/20 08:00:00 AM,8.965,,
765,06/21/20 09:00:00 AM,8.866,,
766,06/21/20 10:00:00 AM,8.792,,
767,06/21/20 11:00:00 AM,8.742,,
768,06/21/20 12:00:00 PM,8.693,,
769,06/21/20 01:00:00 PM,8.643,,
770,06/21/20 02:00:00 PM,8.593,,
771,06/21/20 03:00:00 PM,8.519,,
772,06/21/20 04:00:00 PM,8.469,,
773,06/21/20 05:00:00 PM,8.444,,
774,06/21/20 06:00:00 PM,8.419,,
775,06/21/20 07:00:00 PM,8.394,,
776,06/21/20 08:00:00 PM,8.369,,
777,06/21/20 09:00:00 PM,8.344,,
778,06/21/20 10:00:00 PM,8.319,,
779,06/21/20 11:00:00 PM,8.295,,
780,06/22/20 12:00:00 AM,8.220,,
781,06/22/20 01:00:00 AM,8.120,,
782,06/22/20 02:00:00 AM,7.995,,
783,06/22/20 03:00:00 AM,7.870,,
784,06/22/20 04:00:00 AM,7.720,,
785,06/22/20 05:00:00 AM,7.619,,
786,06/22/20 06:00:00 AM,7.494,,
787,06/22/20 07:00:00 AM,7.393,,
788,06/22/20 08:00:00 AM,7.293,,
789,06/22/20 09:00:00 AM,7.192,,
790,06/22/20 10:00:00 AM,7.091,,
791,06/22/20 11:00:00 AM,7.015,,
792,06/22/20 12:00:00 PM,6.940,,
793,06/22/20 01:00:00 PM,6.864,,
794,06/22/20 02:00:00 PM,6.763,,
795,06/22/20 03:00:00 PM,6.687,,
796,06/22/20 04:00:00 PM,6.611,,
797,06/22/20 05:00:00 PM,6.560,,
798,06/22/20 06:00:00 PM,6.509,,
799,06/22/20 07:00:00 PM,6.458,,
800,06/22/20 08:00:00 PM,6.433,,
801,06/22/20 09:00:00 PM,6.382,,
802,06/22/20 10:00:00 PM,6.357,,
803,06/22/20 11:00:00 PM,6.331,,
804,06/23/20 12:00:00 AM,6.281,,
805,06/23/20 01:00:00 AM,6.230,,
806,06/23/20 02:00:00 AM,6.179,,
807,06/23/20 03:00:00 AM,6.128,,
808,06/23/20 04:00:00 AM,6.051,,
809,06/23/20 05:00:00 AM,6.000,,
810,06/23/20 06:00:00 AM,5.949,,
811,06/23/20 07:00:00 AM,5.898,,
812,06/23/20 08:00:00 AM,5.847,,
813,06/23/20 09:00:00 AM,5.847,,
814,06/23/20 10:00:00 AM,5.821,,
815,06/23/20 11:00:00 AM,5.796,,
816,06/23/20 12:00:00 PM,5.770,,
817,06/23/20 01:00:00 PM,5.770,,
818,06/23/20 02:00:00 PM,5.770,,
819,06/23/20 03:00:00 PM,5.745,,
820,06/23/20 04:00:00 PM,5.770,,
821,06/23/20 05:00:00 PM,5.796,,
822,06/23/20 06:00:00 PM,5.796,,
823,06/23/20 07:00:00 PM,5.770,,
824,06/23/20 08:00:00 PM,5.745,,
825,06/23/20 09:00:00 PM,5.693,,
826,06/23/20 10:00:00 PM,5.642,,
827,06/23/20 11:00:00 PM,5.616,,
828,06/24/20 12:00:00 AM,5.565,,
829,06/24/20 01:00:00 AM,5.514,,
830,06/24/20 02:00:00 AM,5.488,,
831,06/24/20 03:00:00 AM,5.437,,
832,06/24/20 04:00:00 AM,5.411,,
833,06/24/20 05:00:00 AM,5.360,,
834,06/24/20 06:00:00 AM,5.308,,
835,06/24/20 07:00:00 AM,5.282,,
836,06/24/20 08:00:00 AM,5.205,,
837,06/24/20 09:00:00 AM,5.179,,
838,06/24/20 10:00:00 AM,5.154,,
839,06/24/20 11:00:00 AM,5.128,,
840,06/24/20 12:00:00 PM,5.154,,
841,06/24/20 01:00:00 PM,5.179,,
842,06/24/20 02:00:00 PM,5.231,,
843,06/24/20 03:00:00 PM,5.308,,
844,06/24/20 04:00:00 PM,5.437,,
845,06/24/20 05:00:00 PM,5.591,,
846,06/24/20 06:00:00 PM,5.693,,
847,06/24/20 07:00:00 PM,5.770,,
848,06/24/20 08:00:00 PM,5.821,,
849,06/24/20 09:00:00 PM,5.821,,
850,06/24/20 10:00:00 PM,5.847,,
851,06/24/20 11:00:00 PM,5.821,,
852,06/25/20 12:00:00 AM,5.796,,
853,06/25/20 01:00:00 AM,5.770,,
854,06/25/20 02:00:00 AM,5.719,,
855,06/25/20 03:00:00 AM,5.693,,
856,06/25/20 04:00:00 AM,5.668,,
857,06/25/20 05:00:00 AM,5.642,,
858,06/25/20 06:00:00 AM,5.616,,
859,06/25/20 07:00:00 AM,5.616,,
860,06/25/20 08:00:00 AM,5.642,,
861,06/25/20 09:00:00 AM,5.668,,
862,06/25/20 10:00:00 AM,5.745,,
863,06/25/20 11:00:00 AM,5.872,,
864,06/25/20 12:00:00 PM,6.000,,
865,06/25/20 01:00:00 PM,6.153,,
866,06/25/20 02:00:00 PM,6.331,,
867,06/25/20 03:00:00 PM,6.484,,
868,06/25/20 04:00:00 PM,6.636,,
869,06/25/20 05:00:00 PM,6.737,,
870,06/25/20 06:00:00 PM,6.864,,
871,06/25/20 07:00:00 PM,6.940,,
872,06/25/20 08:00:00 PM,6.990,,
873,06/25/20 09:00:00 PM,7.041,,
874,06/25/20 10:00:00 PM,7.142,,
875,06/25/20 11:00:00 PM,7.142,,
876,06/26/20 12:00:00 AM,7.142,,
877,06/26/20 01:00:00 AM,7.091,,
878,06/26/20 02:00:00 AM,6.990,,
879,06/26/20 03:00:00 AM,6.864,,
880,06/26/20 04:00:00 AM,6.737,,
881,06/26/20 05:00:00 AM,6.611,,
882,06/26/20 06:00:00 AM,6.535,,
883,06/26/20 07:00:00 AM,6.484,,
884,06/26/20 08:00:00 AM,6.458,,
885,06/26/20 09:00:00 AM,6.484,,
886,06/26/20 10:00:00 AM,6.535,,
887,06/26/20 11:00:00 AM,6.636,,
888,06/26/20 12:00:00 PM,6.737,,
889,06/26/20 01:00:00 PM,6.864,,
890,06/26/20 02:00:00 PM,7.041,,
891,06/26/20 03:00:00 PM,7.217,,
892,06/26/20 04:00:00 PM,7.393,,
893,06/26/20 05:00:00 PM,7.544,,
894,06/26/20 06:00:00 PM,7.695,,
895,06/26/20 07:00:00 PM,7.845,,
896,06/26/20 08:00:00 PM,7.970,,
897,06/26/20 09:00:00 PM,8.020,,
898,06/26/20 10:00:00 PM,8.045,,
899,06/26/20 11:00:00 PM,8.020,,
900,06/27/20 12:00:00 AM,7.970,,
901,06/27/20 01:00:00 AM,7.895,,
902,06/27/20 02:00:00 AM,7.845,,
903,06/27/20 03:00:00 AM,7.770,,
904,06/27/20 04:00:00 AM,7.670,,
905,06/27/20 05:00:00 AM,7.594,,
906,06/27/20 06:00:00 AM,7.519,,
907,06/27/20 07:00:00 AM,7.444,,
908,06/27/20 08:00:00 AM,7.393,,
909,06/27/20 09:00:00 AM,7.368,,
910,06/27/20 10:00:00 AM,7.419,,
911,06/27/20 11:00:00 AM,7.494,,
912,06/27/20 12:00:00 PM,7.619,,
913,06/27/20 01:00:00 PM,7.745,,
914,06/27/20 02:00:00 PM,7.920,,
915,06/27/20 03:00:00 PM,8.145,,
916,06/27/20 04:00:00 PM,8.295,,
917,06/27/20 05:00:00 PM,8.444,,
918,06/27/20 06:00:00 PM,8.593,,
919,06/27/20 07:00:00 PM,8.693,,
920,06/27/20 08:00:00 PM,8.792,,
921,06/27/20 09:00:00 PM,8.817,,
922,06/27/20 10:00:00 PM,8.792,,
923,06/27/20 11:00:00 PM,8.767,,
924,06/28/20 12:00:00 AM,8.767,,
925,06/28/20 01:00:00 AM,8.792,,
926,06/28/20 02:00:00 AM,8.792,,
927,06/28/20 03:00:00 AM,8.767,,
928,06/28/20 04:00:00 AM,8.717,,
929,06/28/20 05:00:00 AM,8.643,,
930,06/28/20 06:00:00 AM,8.519,,
931,06/28/20 07:00:00 AM,8.394,,
932,06/28/20 08:00:00 AM,8.344,,
933,06/28/20 09:00:00 AM,8.319,,
934,06/28/20 10:00:00 AM,8.369,,
935,06/28/20 11:00:00 AM,8.394,,
936,06/28/20 12:00:00 PM,8.419,,
937,06/28/20 01:00:00 PM,8.543,,
938,06/28/20 02:00:00 PM,8.568,,
939,06/28/20 03:00:00 PM,8.643,,
940,06/28/20 04:00:00 PM,8.593,,
941,06/28/20 05:00:00 PM,8.543,,
942,06/28/20 06:00:00 PM,8.519,,
943,06/28/20 07:00:00 PM,8.494,,
944,06/28/20 08:00:00 PM,8.444,,
945,06/28/20 09:00:00 PM,8.369,,
946,06/28/20 10:00:00 PM,8.319,,
947,06/28/20 11:00:00 PM,8.319,,
948,06/29/20 12:00:00 AM,8.270,,
949,06/29/20 01:00:00 AM,8.220,,
950,06/29/20 02:00:00 AM,8.170,,
951,06/29/20 03:00:00 AM,8.120,,
952,06/29/20 04:00:00 AM,8.045,,
953,06/29/20 05:00:00 AM,7.970,,
954,06/29/20 06:00:00 AM,7.895,,
955,06/29/20 07:00:00 AM,7.845,,
956,06/29/20 08:00:00 AM,7.770,,
957,06/29/20 09:00:00 AM,7.745,,
958,06/29/20 10:00:00 AM,7.770,,
959,06/29/20 11:00:00 AM,7.870,,
960,06/29/20 12:00:00 PM,7.970,,
961,06/29/20 01:00:00 PM,8.095,,
962,06/29/20 02:00:00 PM,8.145,,
963,06/29/20 03:00:00 PM,8.270,,
964,06/29/20 04:00:00 PM,8.344,,
965,06/29/20 05:00:00 PM,8.394,,
966,06/29/20 06:00:00 PM,8.394,,
967,06/29/20 07:00:00 PM,8.419,,
968,06/29/20 08:00:00 PM,8.394,,
969,06/29/20 09:00:00 PM,8.369,,
970,06/29/20 10:00:00 PM,8.344,,
971,06/29/20 11:00:00 PM,8.344,,
972,06/30/20 12:00:00 AM,8.344,,
973,06/30/20 01:00:00 AM,8.319,,
974,06/30/20 02:00:00 AM,8.270,,
975,06/30/20 03:00:00 AM,8.220,,
976,06/30/20 04:00:00 AM,8.170,,
977,06/30/20 05:00:00 AM,8.095,,
978,06/30/20 06:00:00 AM,7.995,,
979,06/30/20 07:00:00 AM,7.920,,
980,06/30/20 08:00:00 AM,7.870,,
981,06/30/20 09:00:00 AM,7.845,,
982,06/30/20 10:00:00 AM,7.870,,
983,06/30/20 11:00:00 AM,7.945,,
984,06/30/20 12:00:00 PM,8.045,,
985,06/30/20 01:00:00 PM,8.070,,
986,06/30/20 02:00:00 PM,8.145,,
987,06/30/20 03:00:00 PM,8.295,,
988,06/30/20 04:00:00 PM,8.369,,
989,06/30/20 05:00:00 PM,8.444,,
990,06/30/20 06:00:00 PM,8.444,,
991,06/30/20 07:00:00 PM,8.469,,
992,06/30/20 08:00:00 PM,8.444,,
993,06/30/20 09:00:00 PM,8.394,,
994,06/30/20 10:00:00 PM,8.344,,
995,06/30/20 11:00:00 PM,8.344,,
996,07/01/20 12:00:00 AM,8.295,,
997,07/01/20 01:00:00 AM,8.270,,
998,07/01/20 02:00:00 AM,8.170,,
999,07/01/20 03:00:00 AM,8.070,,
1000,07/01/20 04:00:00 AM,7.970,,
1001,07/01/20 05:00:00 AM,7.845,,
1002,07/01/20 06:00:00 AM,7.745,,
1003,07/01/20 07:00:00 AM,7.670,,
1004,07/01/20 08:00:00 AM,7.594,,
1005,07/01/20 09:00:00 AM,7.569,,
1006,07/01/20 10:00:00 AM,7.569,,
1007,07/01/20 11:00:00 AM,7.645,,
1008,07/01/20 12:00:00 PM,7.745,,
1009,07/01/20 01:00:00 PM,7.895,,
1010,07/01/20 02:00:00 PM,8.070,,
1011,07/01/20 03:00:00 PM,8.245,,
1012,07/01/20 04:00:00 PM,8.444,,
1013,07/01/20 05:00:00 PM,8.568,,
1014,07/01/20 06:00:00 PM,8.643,,
1015,07/01/20 07:00:00 PM,8.593,,
1016,07/01/20 08:00:00 PM,8.693,,
1017,07/01/20 09:00:00 PM,8.693,,
1018,07/01/20 10:00:00 PM,8.568,,
1019,07/01/20 11:00:00 PM,8.419,,
1020,07/02/20 12:00:00 AM,8.270,,
1021,07/02/20 01:00:00 AM,8.170,,
1022,07/02/20 02:00:00 AM,8.145,,
1023,07/02/20 03:00:00 AM,8.120,,
1024,07/02/20 04:00:00 AM,8.095,,
1025,07/02/20 05:00:00 AM,8.070,,
1026,07/02/20 06:00:00 AM,8.020,,
1027,07/02/20 07:00:00 AM,7.920,,
1028,07/02/20 08:00:00 AM,7.870,,
1029,07/02/20 09:00:00 AM,7.870,,
1030,07/02/20 10:00:00 AM,7.870,,
1031,07/02/20 11:00:00 AM,7.870,,
1032,07/02/20 12:00:00 PM,7.895,,
1033,07/02/20 01:00:00 PM,7.920,,
1034,07/02/20 02:00:00 PM,7.995,,
1035,07/02/20 03:00:00 PM,8.145,,
1036,07/02/20 04:00:00 PM,8.344,,
1037,07/02/20 05:00:00 PM,8.494,,
1038,07/02/20 06:00:00 PM,8.593,,
1039,07/02/20 07:00:00 PM,8.693,,
1040,07/02/20 08:00:00 PM,8.717,,
1041,07/02/20 09:00:00 PM,8.717,,
1042,07/02/20 10:00:00 PM,8.693,,
1043,07/02/20 11:00:00 PM,8.693,,
1044,07/03/20 12:00:00 AM,8.693,,
1045,07/03/20 01:00:00 AM,8.643,,
1046,07/03/20 02:00:00 AM,8.643,,
1047,07/03/20 03:00:00 AM,8.618,,
1048,07/03/20 04:00:00 AM,8.568,,
1049,07/03/20 05:00:00 AM,8.494,,
1050,07/03/20 06:00:00 AM,8.444,,
1051,07/03/20 07:00:00 AM,8.444,,
1052,07/03/20 08:00:00 AM,8.444,,
1053,07/03/20 09:00:00 AM,8.494,,
1054,07/03/20 10:00:00 AM,8.568,,
1055,07/03/20 11:00:00 AM,8.668,,
1056,07/03/20 12:00:00 PM,8.792,,
1057,07/03/20 01:00:00 PM,8.916,,
1058,07/03/20 02:00:00 PM,9.114,,
1059,07/03/20 03:00:00 PM,9.336,,
1060,07/03/20 04:00:00 PM,9.558,,
1061,07/03/20 05:00:00 PM,9.657,,
1062,07/03/20 06:00:00 PM,9.706,,
1063,07/03/20 07:00:00 PM,9.805,,
1064,07/03/20 08:00:00 PM,9.854,,
1065,07/03/20 09:00:00 PM,9.879,,
1066,07/03/20 10:00:00 PM,9.854,,
1067,07/03/20 11:00:00 PM,9.780,,
1068,07/04/20 12:00:00 AM,9.682,,
1069,07/04/20 01:00:00 AM,9.583,,
1070,07/04/20 02:00:00 AM,9.509,,
1071,07/04/20 03:00:00 AM,9.485,,
1072,07/04/20 04:00:00 AM,9.460,,
1073,07/04/20 05:00:00 AM,9.410,,
1074,07/04/20 06:00:00 AM,9.386,,
1075,07/04/20 07:00:00 AM,9.336,,
1076,07/04/20 08:00:00 AM,9.287,,
1077,07/04/20 09:00:00 AM,9.287,,
1078,07/04/20 10:00:00 AM,9.336,,
1079,07/04/20 11:00:00 AM,9.386,,
1080,07/04/20 12:00:00 PM,9.485,,
1081,07/04/20 01:00:00 PM,9.657,,
1082,07/04/20 02:00:00 PM,9.854,,
1083,07/04/20 03:00:00 PM,10.124,,
1084,07/04/20 04:00:00 PM,10.369,,
1085,07/04/20 05:00:00 PM,10.541,,
1086,07/04/20 06:00:00 PM,10.565,,
1087,07/04/20 07:00:00 PM,10.687,,
1088,07/04/20 08:00:00 PM,10.785,,
1089,07/04/20 09:00:00 PM,10.883,,
1090,07/04/20 10:00:00 PM,10.810,,
1091,07/04/20 11:00:00 PM,10.663,,
1092,07/05/20 12:00:00 AM,10.541,,
1093,07/05/20 01:00:00 AM,10.492,,
1094,07/05/20 02:00:00 AM,10.492,,
1095,07/05/20 03:00:00 AM,10.369,,
1096,07/05/20 04:00:00 AM,10.222,,
1097,07/05/20 05:00:00 AM,10.100,,
1098,07/05/20 06:00:00 AM,10.001,,
1099,07/05/20 07:00:00 AM,9.903,,
1100,07/05/20 08:00:00 AM,9.829,,
1101,07/05/20 09:00:00 AM,9.854,,
1102,07/05/20 10:00:00 AM,9.903,,
1103,07/05/20 11:00:00 AM,9.977,,
1104,07/05/20 12:00:00 PM,10.149,,
1105,07/05/20 01:00:00 PM,10.369,,
1106,07/05/20 02:00:00 PM,10.614,,
1107,07/05/20 03:00:00 PM,10.907,,
1108,07/05/20 04:00:00 PM,11.151,,
1109,07/05/20 05:00:00 PM,11.321,,
1110,07/05/20 06:00:00 PM,11.419,,
1111,07/05/20 07:00:00 PM,11.443,,
1112,07/05/20 08:00:00 PM,11.443,,
1113,07/05/20 09:00:00 PM,11.394,,
1114,07/05/20 10:00:00 PM,11.346,,
1115,07/05/20 11:00:00 PM,11.297,,
1116,07/06/20 12:00:00 AM,11.200,,
1117,07/06/20 01:00:00 AM,11.102,,
1118,07/06/20 02:00:00 AM,11.005,,
1119,07/06/20 03:00:00 AM,10.907,,
1120,07/06/20 04:00:00 AM,10.810,,
1121,07/06/20 05:00:00 AM,10.712,,
1122,07/06/20 06:00:00 AM,10.614,,
1123,07/06/20 07:00:00 AM,10.516,,
1124,07/06/20 08:00:00 AM,10.467,,
1125,07/06/20 09:00:00 AM,10.492,,
1126,07/06/20 10:00:00 AM,10.516,,
1127,07/06/20 11:00:00 AM,10.565,,
1128,07/06/20 12:00:00 PM,10.638,,
1129,07/06/20 01:00:00 PM,10.810,,
1130,07/06/20 02:00:00 PM,11.078,,
1131,07/06/20 03:00:00 PM,11.297,,
1132,07/06/20 04:00:00 PM,11.565,,
1133,07/06/20 05:00:00 PM,11.662,,
1134,07/06/20 06:00:00 PM,11.662,,
1135,07/06/20 07:00:00 PM,11.710,,
1136,07/06/20 08:00:00 PM,11.613,,
1137,07/06/20 09:00:00 PM,11.492,,
1138,07/06/20 10:00:00 PM,11.346,,
1139,07/06/20 11:00:00 PM,11.200,,
1140,07/07/20 12:00:00 AM,11.005,,
1141,07/07/20 01:00:00 AM,10.834,,
1142,07/07/20 02:00:00 AM,10.712,,
1143,07/07/20 03:00:00 AM,10.614,,
1144,07/07/20 04:00:00 AM,10.541,,
1145,07/07/20 05:00:00 AM,10.443,,
1146,07/07/20 06:00:00 AM,10.369,,
1147,07/07/20 07:00:00 AM,10.271,,
1148,07/07/20 08:00:00 AM,10.198,,
1149,07/07/20 09:00:00 AM,10.124,,
1150,07/07/20 10:00:00 AM,10.075,,
1151,07/07/20 11:00:00 AM,10.075,,
1152,07/07/20 12:00:00 PM,10.173,,
1153,07/07/20 01:00:00 PM,10.369,,
1154,07/07/20 02:00:00 PM,10.663,,
1155,07/07/20 03:00:00 PM,10.907,,
1156,07/07/20 04:00:00 PM,11.005,,
1157,07/07/20 05:00:00 PM,11.005,,
1158,07/07/20 06:00:00 PM,11.053,,
1159,07/07/20 07:00:00 PM,11.078,,
1160,07/07/20 08:00:00 PM,11.127,,
1161,07/07/20 09:00:00 PM,11.175,,
1162,07/07/20 10:00:00 PM,11.273,,
1163,07/07/20 11:00:00 PM,11.297,,
1164,07/08/20 12:00:00 AM,11.200,,
1165,07/08/20 01:00:00 AM,11.151,,
1166,07/08/20 02:00:00 AM,11.053,,
1167,07/08/20 03:00:00 AM,10.932,,
1168,07/08/20 04:00:00 AM,10.785,,
1169,07/08/20 05:00:00 AM,10.614,,
1170,07/08/20 06:00:00 AM,10.492,,
1171,07/08/20 07:00:00 AM,10.418,,
1172,07/08/20 08:00:00 AM,10.394,,
1173,07/08/20 09:00:00 AM,10.394,,
1174,07/08/20 10:00:00 AM,10.418,,
1175,07/08/20 11:00:00 AM,10.418,,
1176,07/08/20 12:00:00 PM,10.369,,
1177,07/08/20 01:00:00 PM,10.296,,
1178,07/08/20 02:00:00 PM,10.247,,
1179,07/08/20 03:00:00 PM,10.222,,
1180,07/08/20 04:00:00 PM,10.296,,
1181,07/08/20 05:00:00 PM,10.492,,
1182,07/08/20 06:00:00 PM,10.614,,
1183,07/08/20 07:00:00 PM,10.687,,
1184,07/08/20 08:00:00 PM,10.761,,
1185,07/08/20 09:00:00 PM,10.761,,
1186,07/08/20 10:00:00 PM,10.712,,
1187,07/08/20 11:00:00 PM,10.614,,
1188,07/09/20 12:00:00 AM,10.516,,
1189,07/09/20 01:00:00 AM,10.418,,
1190,07/09/20 02:00:00 AM,10.345,,
1191,07/09/20 03:00:00 AM,10.222,,
1192,07/09/20 04:00:00 AM,10.124,,
1193,07/09/20 05:00:00 AM,10.075,,
1194,07/09/20 06:00:00 AM,10.075,,
