Hydrolab DS5 45497
"Log File Name : JUNE 5"
"Setup Date (M/D/YYYY) : 6/4/2008"
"Setup Time (HH:MM:SS) : 18:24:03"
"Starting Date (M/D/YYYY) : 6/5/2008"
"Starting Time (HH:MM:SS) : 12:00:00"
"Stopping Date (M/D/YYYY) : 6/19/2008"
"Stopping Time (HH:MM:SS) : 12:00:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:02:00"
"Circltr warmup (HH:MM:SS) : 00:02:00"

"Date","Time","","IBatt","","Temp","","SpCond","","TurbSC","","PAR","","LDO%","","LDO",""
"M/D/YYYY","HH:MM:SS","","%Left","","°C","","mS/cm","","NTU","","µE/s/m²","","Sat","","mg/l",""

6/8/2008,05:15:00,"","69","","8.07","","0.2","","0.2","","23","","91.3","","10.80",""
6/8/2008,05:30:00,"","69","","8.02","","0.2","","0.0","","32","","91.4","","10.82",""
6/8/2008,05:45:00,"","69","","7.97","","0.2","","0.7","","39","","91.5","","10.86",""
6/8/2008,06:00:00,"","69","","7.92","","0.2","","0.1","","29","","91.6","","10.88",""
6/8/2008,06:15:00,"","69","","7.86","","0.2","","0.2","","31","","91.6","","10.90",""
6/8/2008,06:30:00,"","69","","7.80","","0.2","","9.3","","32","","91.8","","10.93",""
6/8/2008,06:45:00,"","69","","7.75","","0.2","","0.4","","34","","91.7","","10.94",""
6/8/2008,07:00:00,"","69","","7.69","","0.2","","0.0","","36","","91.8","","10.96",""
6/8/2008,07:15:00,"","68","","7.63","","0.2","","0.5","","41","","92.1","","11.02",""
6/8/2008,07:30:00,"","68","","7.58","","0.2","","0.8","","48","","92.1","","11.03",""
6/8/2008,07:45:00,"","68","","7.53","","0.2","","0.4","","56","","92.3","","11.07",""
6/8/2008,08:00:00,"","68","","7.49","","0.2","","0.4","","67","","92.5","","11.10",""
6/8/2008,08:15:00,"","68","","7.44","","0.2","","0.2","","77","","92.6","","11.12",""
6/8/2008,08:30:00,"","68","","7.40","","0.2","","0.2","","70","","92.7","","11.15",""
6/8/2008,08:45:00,"","68","","7.36","","0.2","","0.3","","71","","92.8","","11.17",""
6/8/2008,09:00:00,"","68","","7.31","","0.2","","0.4","","92","","93.2","","11.23",""
6/8/2008,09:15:00,"","68","","7.27","","0.2","","0.2","","99","","93.3","","11.26",""
6/8/2008,09:30:00,"","66","","7.23","","0.2","","0.1","","96","","93.3","","11.27",""
6/8/2008,09:45:00,"","66","","7.19","","0.2","","0.4","","102","","93.4","","11.30",""
6/8/2008,10:00:00,"","66","","7.14","","0.2","","10.4","","120","","93.6","","11.33",""
6/8/2008,10:15:00,"","66","","7.09","","0.2","","0.5","","107","","93.6","","11.34",""
6/8/2008,10:30:00,"","66","","7.05","","0.2","","0.3","","108","","93.7","","11.37",""
6/8/2008,10:45:00,"","66","","7.01","","0.2","","0.4","","115","","93.7","","11.38",""
6/8/2008,11:00:00,"","66","","6.98","","0.2","","0.9","","148","","94.1","","11.44",""
6/8/2008,11:15:00,"","66","","6.96","","0.2","","0.4","","174","","94.5","","11.49",""
6/8/2008,11:30:00,"","66","","6.95","","0.2","","0.5","","216","","94.8","","11.53",""
6/8/2008,11:45:00,"","66","","6.96","","0.2","","0.6","","336","","95.1","","11.56",""
6/8/2008,12:00:00,"","66","","6.99","","0.2","","0.0","","476","","95.6","","11.62",""
6/8/2008,12:15:00,"","66","","7.10","","0.2","","0.6","","624","","96.2","","11.65",""
6/8/2008,12:30:00,"","66","","7.24","","0.2","","0.0","","1225","","97.0","","11.72",""
6/8/2008,12:45:00,"","66","","7.28","","0.2","","0.1","","819","","97.1","","11.72",""
6/8/2008,13:00:00,"","64","","7.44","","0.2","","0.1","","559","","97.5","","11.72",""
6/8/2008,13:15:00,"","64","","7.59","","0.2","","0.1","","1176","","98.1","","11.74",""
6/8/2008,13:30:00,"","64","","7.58","","0.2","","6.0","","533","","98.3","","11.77",""
6/8/2008,13:45:00,"","64","","7.74","","0.2","","0.3","","879","","98.8","","11.79",""
6/8/2008,14:00:00,"","64","","7.87","","0.2","","0.1","","698","","99.1","","11.79",""
6/8/2008,14:15:00,"","64","","8.00","","0.2","","0.2","","1308","","99.8","","11.82",""
6/8/2008,14:30:00,"","64","","8.16","","0.2","","0.3","","928","","100.2","","11.83",""
6/8/2008,14:45:00,"","64","","8.29","","0.2","","0.1","","164","","100.3","","11.80",""
6/8/2008,15:00:00,"","64","","8.50","","0.2","","0.0","","176","","100.8","","11.80",""
6/8/2008,15:15:00,"","64","","8.68","","0.2","","0.3","","112","","101.2","","11.79",""
6/8/2008,15:30:00,"","64","","8.85","","0.2","","0.0","","243","","101.4","","11.78",""
6/8/2008,15:45:00,"","64","","9.03","","0.2","","6.7","","167","","101.8","","11.77",""
6/8/2008,16:00:00,"","64","","9.20","","0.2","","0.2","","248","","102.3","","11.78",""
6/8/2008,16:15:00,"","64","","9.36","","0.2","","1.5","","217","","102.5","","11.75",""
6/8/2008,16:30:00,"","64","","9.53","","0.2","","66.7","","123","","102.4","","11.69",""
6/8/2008,16:45:00,"","64","","9.58","","0.2","","0.1","","129","","102.7","","11.71",""
6/8/2008,17:00:00,"","63","","9.63","","0.2","","0.4","","89","","102.7","","11.70",""
6/8/2008,17:15:00,"","63","","9.63","","0.2","","0.8","","206","","102.6","","11.69",""
6/8/2008,17:30:00,"","64","","9.64","","0.2","","0.0","","91","","102.5","","11.68",""
6/8/2008,17:45:00,"","64","","9.67","","0.2","","0.5","","80","","102.6","","11.69",""
6/8/2008,18:00:00,"","63","","9.67","","0.2","","0.7","","90","","102.5","","11.67",""
6/8/2008,18:15:00,"","63","","9.68","","0.2","","0.0","","64","","102.5","","11.67",""
6/8/2008,18:30:00,"","63","","9.65","","0.2","","0.0","","83","","102.4","","11.66",""
6/8/2008,18:45:00,"","63","","9.62","","0.2","","0.0","","59","","102.1","","11.64",""
6/8/2008,19:00:00,"","63","","9.56","","0.2","","0.4","","60","","101.7","","11.61",""
6/8/2008,19:15:00,"","63","","9.47","","0.2","","0.3","","107","","101.5","","11.62",""
6/8/2008,19:30:00,"","63","","9.43","","0.2","","0.3","","111","","101.1","","11.58",""
6/8/2008,19:45:00,"","63","","9.45","","0.2","","0.0","","111","","101.1","","11.57",""
6/8/2008,20:00:00,"","63","","9.47","","0.2","","0.0","","86","","100.7","","11.51",""
6/8/2008,20:15:00,"","63","","9.49","","0.2","","0.4","","83","","100.5","","11.50",""
6/8/2008,20:30:00,"","63","","9.51","","0.2","","0.0","","80","","100.4","","11.48",""
6/8/2008,20:45:00,"","63","","9.54","","0.2","","0.0","","97","","100.5","","11.47",""
6/8/2008,21:00:00,"","63","","9.55","","0.2","","0.1","","87","","100.2","","11.44",""
6/8/2008,21:15:00,"","63","","9.54","","0.2","","5.7","","55","","99.9","","11.41",""
6/8/2008,21:30:00,"","61","","9.51","","0.2","","0.0","","53","","99.6","","11.39",""
6/8/2008,21:45:00,"","61","","9.46","","0.2","","0.4","","44","","99.2","","11.35",""
6/8/2008,22:00:00,"","61","","9.42","","0.2","","0.8","","38","","98.9","","11.33",""
6/8/2008,22:15:00,"","61","","9.37","","0.2","","0.0","","34","","98.5","","11.30",""
6/8/2008,22:30:00,"","61","","9.33","","0.2","","0.2","","29","","98.2","","11.27",""
6/8/2008,22:45:00,"","61","","9.29","","0.2","","0.1","","23","","97.8","","11.23",""
6/8/2008,23:00:00,"","61","","9.25","","0.2","","0.1","","20","","97.3","","11.18",""
6/8/2008,23:15:00,"","61","","9.21","","0.2","","0.7","","16","","97.0","","11.16",""
6/8/2008,23:30:00,"","61","","9.16","","0.2","","0.8","","10","","96.5","","11.12",""
6/8/2008,23:45:00,"","61","","9.11","","0.2","","0.0","","8","","96.1","","11.09",""
6/9/2008,00:00:00,"","61","","9.06","","0.2","","0.0","","8","","95.8","","11.07",""
6/9/2008,00:15:00,"","61","","9.01","","0.2","","0.0","","6","","95.3","","11.03",""
6/9/2008,00:30:00,"","61","","8.95","","0.2","","0.2","","5","","95.0","","11.01",""
6/9/2008,00:45:00,"","61","","8.90","","0.2","","0.1","","4","","94.6","","10.97",""
6/9/2008,01:00:00,"","61","","8.86","","0.2","","0.2","","3","","94.3","","10.94",""
6/9/2008,01:15:00,"","61","","8.81","","0.2","","0.5","","3","","94.0","","10.92",""
6/9/2008,01:30:00,"","61","","8.77","","0.2","","5.8","","2","","93.5","","10.88",""
6/9/2008,01:45:00,"","61","","8.73","","0.2","","0.1","","2","","93.2","","10.86",""
6/9/2008,02:00:00,"","61","","8.68","","0.2","","0.2","","3","","93.2","","10.86",""
6/9/2008,02:15:00,"","61","","8.64","","0.2","","0.1","","3","","92.8","","10.83",""
6/9/2008,02:30:00,"","61","","8.59","","0.2","","0.0","","3","","92.6","","10.82",""
6/9/2008,02:45:00,"","61","","8.55","","0.2","","0.4","","4","","92.6","","10.83",""
6/9/2008,03:00:00,"","60","","8.52","","0.2","","0.3","","4","","92.3","","10.81",""
6/9/2008,03:15:00,"","60","","8.50","","0.2","","0.0","","4","","92.1","","10.79",""
6/9/2008,03:30:00,"","60","","8.47","","0.2","","0.6","","5","","92.0","","10.78",""
6/9/2008,03:45:00,"","60","","8.45","","0.2","","0.4","","5","","91.9","","10.78",""
6/9/2008,04:00:00,"","60","","8.42","","0.2","","0.0","","5","","91.8","","10.77",""
6/9/2008,04:15:00,"","60","","8.40","","0.2","","6.2","","5","","91.5","","10.74",""
6/9/2008,04:30:00,"","60","","8.37","","0.2","","0.0","","8","","91.5","","10.75",""
6/9/2008,04:45:00,"","60","","8.35","","0.2","","24.7","","8","","91.4","","10.74",""
6/9/2008,05:00:00,"","60","","8.33","","0.2","","0.5","","13","","91.4","","10.75",""
6/9/2008,05:15:00,"","60","","8.30","","0.2","","0.0","","14","","91.2","","10.73",""
6/9/2008,05:30:00,"","60","","8.28","","0.2","","1.0","","13","","91.3","","10.74",""
6/9/2008,05:45:00,"","60","","8.24","","0.2","","0.2","","14","","91.2","","10.74",""
6/9/2008,06:00:00,"","60","","8.20","","0.2","","0.7","","11","","91.3","","10.77",""
6/9/2008,06:15:00,"","60","","8.16","","0.2","","0.3","","14","","91.4","","10.79",""
6/9/2008,06:30:00,"","60","","8.13","","0.2","","0.2","","26","","91.3","","10.79",""
6/9/2008,06:45:00,"","60","","8.09","","0.2","","0.0","","62","","91.5","","10.82",""
6/9/2008,07:00:00,"","60","","8.05","","0.2","","0.5","","55","","91.7","","10.86",""
6/9/2008,07:15:00,"","60","","8.01","","0.2","","8.2","","45","","91.9","","10.88",""
6/9/2008,07:30:00,"","60","","7.97","","0.2","","21.6","","32","","91.9","","10.90",""
6/9/2008,07:45:00,"","60","","7.93","","0.2","","0.5","","27","","92.1","","10.93",""
6/9/2008,08:00:00,"","60","","7.88","","0.2","","0.0","","39","","92.1","","10.95",""
6/9/2008,08:15:00,"","60","","7.84","","0.2","","0.4","","54","","92.1","","10.96",""
6/9/2008,08:30:00,"","60","","7.80","","0.2","","0.0","","41","","92.4","","11.00",""
6/9/2008,08:45:00,"","60","","7.76","","0.2","","0.6","","33","","92.4","","11.01",""
6/9/2008,09:00:00,"","60","","7.71","","0.2","","0.4","","33","","92.5","","11.04",""
6/9/2008,09:15:00,"","60","","7.67","","0.2","","0.2","","57","","92.6","","11.06",""
6/9/2008,09:30:00,"","58","","7.64","","0.2","","0.0","","66","","92.9","","11.11",""
6/9/2008,09:45:00,"","58","","7.61","","0.2","","0.0","","75","","93.2","","11.15",""
6/9/2008,10:00:00,"","60","","7.58","","0.2","","0.2","","86","","93.2","","11.17",""
6/9/2008,10:15:00,"","58","","7.55","","0.2","","0.0","","109","","93.6","","11.21",""
6/9/2008,10:30:00,"","58","","7.52","","0.2","","0.0","","87","","93.9","","11.26",""
6/9/2008,10:45:00,"","58","","7.49","","0.2","","0.1","","88","","94.1","","11.30",""
6/9/2008,11:00:00,"","58","","7.47","","0.2","","0.0","","92","","94.3","","11.32",""
6/9/2008,11:15:00,"","60","","7.43","","0.2","","0.0","","68","","94.5","","11.36",""
6/9/2008,11:30:00,"","58","","7.40","","0.2","","0.0","","79","","94.6","","11.38",""
6/9/2008,11:45:00,"","58","","7.38","","0.2","","0.0","","90","","94.9","","11.42",""
6/9/2008,12:00:00,"","58","","7.36","","0.2","","0.0","","114","","95.1","","11.45",""
6/9/2008,12:15:00,"","58","","7.34","","0.2","","0.0","","131","","95.2","","11.47",""
6/9/2008,12:30:00,"","58","","7.33","","0.2","","0.0","","201","","95.6","","11.52",""
6/9/2008,12:45:00,"","58","","7.33","","0.2","","0.0","","179","","96.0","","11.57",""
6/9/2008,13:00:00,"","58","","7.33","","0.2","","0.0","","242","","96.3","","11.61",""
6/9/2008,13:15:00,"","58","","7.34","","0.2","","0.0","","287","","96.6","","11.64",""
6/9/2008,13:30:00,"","58","","7.34","","0.2","","0.0","","199","","96.7","","11.65",""
6/9/2008,13:45:00,"","58","","7.35","","0.2","","0.0","","183","","97.0","","11.68",""
6/9/2008,14:00:00,"","58","","7.34","","0.2","","12.1","","226","","97.2","","11.71",""
6/9/2008,14:15:00,"","58","","7.34","","0.2","","0.0","","268","","97.4","","11.74",""
6/9/2008,14:30:00,"","58","","7.36","","0.2","","0.0","","307","","97.9","","11.78",""
6/9/2008,14:45:00,"","58","","7.38","","0.2","","0.0","","196","","97.9","","11.78",""
6/9/2008,15:00:00,"","58","","7.39","","0.2","","495.0","","249","","98.1","","11.81",""
6/9/2008,15:15:00,"","58","","7.43","","0.2","","0.0","","405","","98.6","","11.85",""
6/9/2008,15:30:00,"","58","","7.48","","0.2","","0.0","","340","","98.7","","11.85",""
6/9/2008,15:45:00,"","58","","7.56","","0.2","","0.0","","318","","99.1","","11.88",""
6/9/2008,16:00:00,"","58","","7.63","","0.2","","0.0","","319","","99.4","","11.89",""
6/9/2008,16:15:00,"","58","","7.69","","0.2","","0.0","","336","","99.8","","11.92",""
6/9/2008,16:30:00,"","58","","7.77","","0.2","","0.0","","304","","100.1","","11.93",""
6/9/2008,16:45:00,"","58","","7.86","","0.2","","0.0","","236","","100.3","","11.93",""
6/9/2008,17:00:00,"","58","","7.97","","0.2","","0.0","","139","","100.6","","11.93",""
6/9/2008,17:15:00,"","58","","8.05","","0.2","","0.0","","124","","100.8","","11.94",""
6/9/2008,17:30:00,"","58","","8.13","","0.2","","0.0","","151","","100.9","","11.92",""
6/9/2008,17:45:00,"","58","","8.19","","0.2","","0.0","","199","","101.0","","11.91",""
6/9/2008,18:00:00,"","58","","8.22","","0.2","","3.5","","220","","101.2","","11.93",""
6/9/2008,18:15:00,"","58","","8.26","","0.2","","0.0","","168","","101.3","","11.93",""
6/9/2008,18:30:00,"","58","","8.28","","0.2","","0.0","","164","","101.3","","11.93",""
6/9/2008,18:45:00,"","58","","8.27","","0.2","","0.0","","185","","101.3","","11.93",""
6/9/2008,19:00:00,"","58","","8.27","","0.2","","0.0","","147","","101.3","","11.93",""
6/9/2008,19:15:00,"","58","","8.25","","0.2","","0.0","","110","","101.1","","11.91",""
6/9/2008,19:30:00,"","58","","8.22","","0.2","","0.0","","92","","100.9","","11.90",""
6/9/2008,19:45:00,"","58","","8.18","","0.2","","24.0","","103","","100.8","","11.90",""
6/9/2008,20:00:00,"","58","","8.14","","0.2","","0.3","","95","","100.8","","11.90",""
6/9/2008,20:15:00,"","58","","8.12","","0.2","","3.2","","83","","100.6","","11.89",""
6/9/2008,20:30:00,"","58","","8.10","","0.2","","0.0","","69","","100.5","","11.88",""
6/9/2008,20:45:00,"","58","","8.07","","0.2","","0.5","","81","","100.2","","11.86",""
6/9/2008,21:00:00,"","58","","8.05","","0.2","","0.0","","75","","100.1","","11.85",""
6/9/2008,21:15:00,"","58","","8.02","","0.2","","1.0","","62","","100.1","","11.86",""
6/9/2008,21:30:00,"","58","","8.00","","0.2","","0.0","","56","","99.8","","11.83",""
6/9/2008,21:45:00,"","58","","7.97","","0.2","","0.1","","33","","99.5","","11.80",""
6/9/2008,22:00:00,"","58","","7.95","","0.2","","47.3","","23","","99.3","","11.78",""
6/9/2008,22:15:00,"","58","","7.93","","0.2","","0.0","","18","","98.9","","11.74",""
6/9/2008,22:30:00,"","58","","7.91","","0.2","","0.0","","14","","98.5","","11.70",""
6/9/2008,22:45:00,"","58","","7.89","","0.2","","437.0","","10","","98.3","","11.68",""
6/9/2008,23:00:00,"","58","","7.87","","0.2","","0.0","","10","","98.0","","11.65",""
6/9/2008,23:15:00,"","58","","7.85","","0.2","","3.3","","8","","97.5","","11.60",""
6/9/2008,23:30:00,"","58","","7.82","","0.2","","0.4","","6","","97.2","","11.57",""
6/9/2008,23:45:00,"","58","","7.79","","0.2","","0.0","","5","","97.1","","11.56",""
6/10/2008,00:00:00,"","58","","7.76","","0.2","","0.0","","3","","96.7","","11.53",""
6/10/2008,00:15:00,"","58","","7.72","","0.2","","0.8","","2","","96.4","","11.51",""
6/10/2008,00:30:00,"","57","","7.68","","0.2","","1.2","","2","","96.0","","11.47",""
6/10/2008,00:45:00,"","58","","7.64","","0.2","","2.0","","2","","95.7","","11.45",""
6/10/2008,01:00:00,"","58","","7.60","","0.2","","0.3","","3","","95.6","","11.44",""
6/10/2008,01:15:00,"","58","","7.55","","0.2","","1.3","","2","","95.3","","11.42",""
6/10/2008,01:30:00,"","58","","7.51","","0.2","","3.5","","2","","95.1","","11.41",""
6/10/2008,01:45:00,"","57","","7.45","","0.2","","20.6","","2","","95.0","","11.42",""
6/10/2008,02:00:00,"","58","","7.40","","0.2","","6.1","","2","","94.7","","11.40",""
6/10/2008,02:15:00,"","57","","7.35","","0.2","","8.2","","2","","94.7","","11.41",""
6/10/2008,02:30:00,"","57","","7.29","","0.2","","26.0","","2","","94.5","","11.40",""
6/10/2008,02:45:00,"","58","","7.25","","0.2","","27.1","","2","","94.6","","11.42",""
6/10/2008,03:00:00,"","57","","7.20","","0.2","","19.3","","2","","94.7","","11.44",""
6/10/2008,03:15:00,"","58","","7.15","","0.2","","18.9","","2","","94.6","","11.45",""
6/10/2008,03:30:00,"","57","","7.11","","0.2","","20.5","","2","","94.8","","11.49",""
6/10/2008,03:45:00,"","57","","7.06","","0.2","","38.6","","2","","94.8","","11.50",""
6/10/2008,04:00:00,"","57","","7.00","","0.2","","42.9","","2","","94.9","","11.52",""
6/10/2008,04:15:00,"","57","","6.91","","0.2","","46.0","","3","","94.9","","11.56",""
6/10/2008,04:30:00,"","57","","6.79","","0.2","","36.8","","2","","95.0","","11.60",""
6/10/2008,04:45:00,"","57","","6.67","","0.1","","47.1","","2","","95.1","","11.65",""
6/10/2008,05:00:00,"","57","","6.52","","0.1","","79.6","","2","","95.3","","11.72",""
6/10/2008,05:15:00,"","57","","6.37","","0.1","","54.8","","2","","95.2","","11.76",""
6/10/2008,05:30:00,"","57","","6.20","","0.1","","67.4","","2","","95.2","","11.80",""
6/10/2008,05:45:00,"","57","","6.05","","0.1","","68.9","","2","","95.2","","11.84",""
6/10/2008,06:00:00,"","57","","5.91","","0.1","","105.4","","2","","95.4","","11.91",""
6/10/2008,06:15:00,"","57","","5.78","","0.1","","109.6","","2","","95.4","","11.96",""
6/10/2008,06:30:00,"","57","","5.67","","0.1","","96.0","","2","","95.4","","11.99",""
6/10/2008,06:45:00,"","57","","5.57","","0.1","","116.8","","2","","95.4","","12.02",""
6/10/2008,07:00:00,"","55","","5.47","","0.1","","118.9","","2","","95.6","","12.07",""
6/10/2008,07:15:00,"","55","","5.39","","0.1","","128.2","","2","","95.6","","12.11",""
6/10/2008,07:30:00,"","55","","5.31","","0.1","","130.2","","2","","95.8","","12.14",""
6/10/2008,07:45:00,"","55","","5.25","","0.1","","133.8","","2","","95.6","","12.15",""
6/10/2008,08:00:00,"","55","","5.19","","0.1","","135.4","","2","","95.8","","12.19",""
6/10/2008,08:15:00,"","55","","5.13","","0.1","","126.3","","2","","95.8","","12.21",""
6/10/2008,08:30:00,"","55","","5.09","","0.1","","134.3","","2","","95.9","","12.24",""
6/10/2008,08:45:00,"","55","","5.05","","0.1","","125.3","","2","","95.9","","12.24",""
6/10/2008,09:00:00,"","55","","5.02","","0.1","","124.4","","2","","96.0","","12.27",""
6/10/2008,09:15:00,"","55","","5.02","","0.1","","126.5","","2","","96.0","","12.26",""
6/10/2008,09:30:00,"","54","","5.03","","0.1","","117.5","","2","","96.1","","12.27",""
6/10/2008,09:45:00,"","55","","5.02","","0.1","","138.0","","2","","96.1","","12.28",""
6/10/2008,10:00:00,"","55","","5.01","","0.1","","121.2","","3","","96.3","","12.30",""
6/10/2008,10:15:00,"","54","","5.01","","0.1","","116.9","","3","","96.1","","12.28",""
6/10/2008,10:30:00,"","54","","5.01","","0.1","","112.9","","3","","96.3","","12.31",""
6/10/2008,10:45:00,"","55","","5.00","","0.1","","114.4","","4","","96.4","","12.33",""
6/10/2008,11:00:00,"","54","","4.99","","0.1","","106.3","","4","","96.6","","12.35",""
6/10/2008,11:15:00,"","54","","5.01","","0.1","","101.4","","5","","96.6","","12.35",""
6/10/2008,11:30:00,"","54","","5.02","","0.1","","89.3","","4","","96.7","","12.35",""
6/10/2008,11:45:00,"","54","","5.03","","0.1","","102.6","","5","","96.6","","12.35",""
6/10/2008,12:00:00,"","54","","5.04","","0.1","","79.5","","4","","96.8","","12.36",""
6/10/2008,12:15:00,"","54","","5.04","","0.1","","101.5","","5","","96.7","","12.35",""
6/10/2008,12:30:00,"","54","","5.05","","0.1","","81.9","","8","","96.9","","12.37",""
6/10/2008,12:45:00,"","54","","5.05","","0.1","","76.4","","5","","96.7","","12.35",""
6/10/2008,13:00:00,"","54","","5.05","","0.1","","73.4","","5","","96.8","","12.36",""
6/10/2008,13:15:00,"","54","","5.05","","0.1","","98.3","","7","","96.7","","12.35",""
6/10/2008,13:30:00,"","54","","5.06","","0.1","","88.0","","7","","96.8","","12.36",""
6/10/2008,13:45:00,"","54","","5.08","","0.1","","83.0","","8","","96.7","","12.34",""
6/10/2008,14:00:00,"","54","","5.14","","0.1","","74.9","","14","","96.9","","12.34",""
6/10/2008,14:15:00,"","54","","5.23","","0.1","","70.5","","16","","97.2","","12.36",""
6/10/2008,14:30:00,"","54","","5.34","","0.1","","69.6","","27","","97.3","","12.33",""
6/10/2008,14:45:00,"","54","","5.41","","0.1","","71.5","","15","","97.3","","12.31",""
6/10/2008,15:00:00,"","54","","5.47","","0.1","","86.0","","11","","97.4","","12.30",""
6/10/2008,15:15:00,"","54","","5.47","","0.1","","65.6","","12","","97.3","","12.29",""
6/10/2008,15:30:00,"","54","","5.48","","0.1","","53.7","","17","","97.3","","12.29",""
6/10/2008,15:45:00,"","54","","5.50","","0.1","","63.3","","17","","97.4","","12.30",""
6/10/2008,16:00:00,"","54","","5.50","","0.1","","60.8","","21","","97.4","","12.29",""
6/10/2008,16:15:00,"","54","","5.53","","0.1","","60.6","","17","","97.3","","12.27",""
6/10/2008,16:30:00,"","54","","5.60","","0.1","","49.4","","20","","97.4","","12.26",""
6/10/2008,16:45:00,"","54","","5.67","","0.1","","44.5","","26","","97.4","","12.25",""
6/10/2008,17:00:00,"","54","","5.72","","0.1","","47.2","","23","","97.6","","12.24",""
6/10/2008,17:15:00,"","54","","5.76","","0.1","","51.1","","24","","97.6","","12.23",""
6/10/2008,17:30:00,"","54","","5.79","","0.1","","48.3","","27","","97.6","","12.22",""
6/10/2008,17:45:00,"","54","","5.84","","0.1","","41.9","","20","","97.5","","12.20",""
6/10/2008,18:00:00,"","54","","5.89","","0.1","","40.0","","18","","97.6","","12.20",""
6/10/2008,18:15:00,"","54","","5.94","","0.1","","45.3","","17","","97.6","","12.18",""
6/10/2008,18:30:00,"","54","","5.99","","0.1","","42.0","","14","","97.5","","12.15",""
6/10/2008,18:45:00,"","54","","6.03","","0.1","","40.0","","20","","97.5","","12.14",""
6/10/2008,19:00:00,"","54","","6.11","","0.1","","38.9","","17","","97.7","","12.14",""
6/10/2008,19:15:00,"","54","","6.19","","0.1","","36.8","","22","","97.7","","12.11",""
6/10/2008,19:30:00,"","54","","6.25","","0.1","","45.4","","14","","97.6","","12.08",""
6/10/2008,19:45:00,"","54","","6.30","","0.1","","37.1","","14","","97.7","","12.08",""
6/10/2008,20:00:00,"","54","","6.35","","0.1","","36.1","","20","","97.6","","12.05",""
6/10/2008,20:15:00,"","54","","6.38","","0.1","","34.7","","19","","97.7","","12.05",""
6/10/2008,20:30:00,"","54","","6.40","","0.1","","38.8","","16","","97.4","","12.02",""
6/10/2008,20:45:00,"","54","","6.42","","0.1","","32.6","","15","","97.5","","12.02",""
6/10/2008,21:00:00,"","54","","6.43","","0.1","","37.0","","16","","97.3","","11.99",""
6/10/2008,21:15:00,"","54","","6.44","","0.1","","34.1","","14","","97.1","","11.97",""
6/10/2008,21:30:00,"","54","","6.44","","0.1","","25.7","","13","","97.0","","11.96",""
6/10/2008,21:45:00,"","54","","6.43","","0.1","","30.2","","12","","97.0","","11.96",""
6/10/2008,22:00:00,"","54","","6.42","","0.1","","28.5","","13","","96.9","","11.94",""
6/10/2008,22:15:00,"","54","","6.40","","0.1","","27.8","","11","","96.7","","11.93",""
6/10/2008,22:30:00,"","54","","6.38","","0.1","","26.2","","8","","96.8","","11.94",""
6/10/2008,22:45:00,"","54","","6.35","","0.1","","25.8","","6","","96.5","","11.91",""
6/10/2008,23:00:00,"","54","","6.29","","0.1","","22.9","","5","","96.2","","11.90",""
6/10/2008,23:15:00,"","54","","6.22","","0.1","","26.7","","5","","96.1","","11.91",""
6/10/2008,23:30:00,"","54","","6.15","","0.1","","25.6","","4","","95.9","","11.91",""
6/10/2008,23:45:00,"","54","","6.08","","0.1","","25.1","","3","","95.8","","11.91",""
6/11/2008,00:00:00,"","54","","6.01","","0.1","","22.5","","3","","95.5","","11.90",""
6/11/2008,00:15:00,"","54","","5.94","","0.1","","22.7","","2","","95.5","","11.91",""
6/11/2008,00:30:00,"","54","","5.89","","0.1","","24.2","","2","","95.2","","11.90",""
6/11/2008,00:45:00,"","54","","5.85","","0.1","","21.2","","2","","95.0","","11.89",""
6/11/2008,01:00:00,"","54","","5.81","","0.1","","21.0","","2","","94.9","","11.88",""
6/11/2008,01:15:00,"","54","","5.78","","0.1","","17.2","","2","","94.7","","11.87",""
6/11/2008,01:30:00,"","54","","5.76","","0.1","","36.6","","2","","94.7","","11.87",""
6/11/2008,01:45:00,"","54","","5.73","","0.1","","18.9","","2","","94.5","","11.86",""
6/11/2008,02:00:00,"","54","","5.71","","0.1","","18.5","","2","","94.6","","11.88",""
6/11/2008,02:15:00,"","52","","5.69","","0.1","","27.6","","2","","94.2","","11.83",""
6/11/2008,02:30:00,"","54","","5.67","","0.1","","17.4","","2","","94.3","","11.85",""
6/11/2008,02:45:00,"","54","","5.65","","0.1","","26.5","","2","","94.2","","11.84",""
6/11/2008,03:00:00,"","54","","5.63","","0.1","","17.1","","2","","94.2","","11.85",""
6/11/2008,03:15:00,"","54","","5.60","","0.1","","16.9","","2","","93.9","","11.82",""
6/11/2008,03:30:00,"","52","","5.58","","0.1","","17.3","","3","","94.0","","11.83",""
6/11/2008,03:45:00,"","52","","5.56","","0.1","","16.9","","3","","93.9","","11.83",""
6/11/2008,04:00:00,"","52","","5.54","","0.1","","16.1","","3","","94.0","","11.85",""
6/11/2008,04:15:00,"","52","","5.53","","0.1","","52.3","","4","","93.7","","11.82",""
6/11/2008,04:30:00,"","52","","5.51","","0.1","","15.8","","5","","93.8","","11.83",""
6/11/2008,04:45:00,"","52","","5.50","","0.1","","19.8","","5","","93.7","","11.83",""
6/11/2008,05:00:00,"","52","","5.49","","0.1","","14.2","","6","","93.7","","11.83",""
6/11/2008,05:15:00,"","52","","5.47","","0.1","","15.7","","8","","93.7","","11.84",""
