Hydrolab DS5 46711
"Log File Name : July 3 DS 3"
"Setup Date (M/D/YYYY) : 7/3/2008"
"Setup Time (HH:MM:SS) : 11:12:14"
"Starting Date (M/D/YYYY) : 7/3/2008"
"Starting Time (HH:MM:SS) : 12:00:00"
"Stopping Date (M/D/YYYY) : 9/3/2008"
"Stopping Time (HH:MM:SS) : 12:45:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:02:00"
"Circltr warmup (HH:MM:SS) : 00:02:00"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","mS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","%Left",""

7/3/2008,12:00:00,"","10.56","","0.2","","959","","33.5","","95.6","","10.48","","100",""
7/3/2008,12:15:00,"","10.63","","0.2","","872","","29.3","","95.8","","10.48","","100",""
7/3/2008,12:30:00,"","10.70","","0.2","","813","","27.7","","95.9","","10.48","","100",""
7/3/2008,12:45:00,"","10.76","","0.2","","855","","28.3","","96.2","","10.50","","100",""
7/3/2008,13:00:00,"","10.84","","0.2","","864","","26.9","","96.2","","10.47","","100",""
7/3/2008,13:15:00,"","10.92","","0.2","","987","","26.3","","96.5","","10.48","","100",""
7/3/2008,13:30:00,"","10.98","","0.2","","730","","27.5","","96.5","","10.47","","100",""
7/3/2008,13:45:00,"","11.05","","0.2","","919","","27.7","","96.8","","10.48","","100",""
7/3/2008,14:00:00,"","11.13","","0.2","","964","","26.4","","97.1","","10.50","","100",""
7/3/2008,14:15:00,"","11.21","","0.2","","957","","26.8","","97.2","","10.48","","100",""
7/3/2008,14:30:00,"","11.30","","0.2","","796","","26.6","","97.3","","10.48","","100",""
7/3/2008,14:45:00,"","11.37","","0.2","","927","","25.7","","97.5","","10.49","","100",""
7/3/2008,15:00:00,"","11.44","","0.2","","974","","27.9","","97.7","","10.49","","100",""
7/3/2008,15:15:00,"","11.51","","0.2","","859","","31.2","","97.7","","10.47","","100",""
7/3/2008,15:30:00,"","11.59","","0.2","","176","","27.0","","97.9","","10.48","","98",""
7/3/2008,15:45:00,"","11.68","","0.2","","57","","26.0","","98.1","","10.47","","98",""
