Hydrolab DS5 45497
"Log File Name : June 19"
"Setup Date (M/D/YYYY) : 6/19/2008"
"Setup Time (HH:MM:SS) : 11:53:26"
"Starting Date (M/D/YYYY) : 6/19/2008"
"Starting Time (HH:MM:SS) : 12:00:00"
"Stopping Date (M/D/YYYY) : 8/19/2008"
"Stopping Time (HH:MM:SS) : 12:00:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:02:00"
"Circltr warmup (HH:MM:SS) : 00:02:00"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","mS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","%Left",""

6/19/2008,12:00:00,"","9.25","","0.2","","1138","","0.0","","94.3","","10.83","","100",""
6/19/2008,12:15:00,"","9.32","","0.2","","444","","1.6","","96.3","","11.04","","100",""
6/19/2008,12:30:00,"","9.48","","0.2","","336","","0.1","","96.6","","11.03","","100",""
6/19/2008,12:45:00,"","9.52","","0.2","","1350","","0.0","","96.6","","11.02","","100",""
6/19/2008,13:00:00,"","9.57","","0.2","","104","","0.0","","96.6","","11.01","","100",""
6/19/2008,13:15:00,"","9.57","","0.2","","336","","0.0","","96.5","","11.00","","100",""
6/19/2008,13:30:00,"","9.64","","0.2","","888","","0.0","","96.6","","10.99","","100",""
6/19/2008,13:45:00,"","9.75","","0.2","","656","","0.0","","96.9","","11.00","","100",""
6/19/2008,14:00:00,"","9.86","","0.2","","560","","0.0","","97.1","","11.00","","100",""
6/19/2008,14:15:00,"","9.97","","0.2","","296","","0.0","","97.2","","10.98","","100",""
6/19/2008,14:30:00,"","9.97","","0.2","","335","","0.0","","97.1","","10.96","","100",""
6/19/2008,14:45:00,"","9.98","","0.2","","422","","0.8","","97.1","","10.96","","100",""
6/19/2008,15:00:00,"","10.07","","0.2","","460","","0.0","","97.3","","10.96","","100",""
6/19/2008,15:15:00,"","10.18","","0.2","","405","","0.0","","97.4","","10.94","","100",""
6/19/2008,15:30:00,"","10.30","","0.2","","270","","0.0","","97.5","","10.92","","100",""
6/19/2008,15:45:00,"","10.39","","0.2","","285","","0.0","","97.7","","10.92","","100",""
