Hydrolab DS5 46710
"Log File Name : Aug 27 DS 2"
"Setup Date (M/D/YYYY) : 8/27/2008"
"Setup Time (HH:MM:SS) : 16:00:54"
"Starting Date (M/D/YYYY) : 8/27/2008"
"Starting Time (HH:MM:SS) : 16:30:00"
"Stopping Date (M/D/YYYY) : 9/27/2008"
"Stopping Time (HH:MM:SS) : 12:00:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:02:00"
"Circltr warmup (HH:MM:SS) : 00:02:00"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","mS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","%Left",""

8/27/2008,16:30:00,"","7.58","","0.2","","0","","10.6","","96.2","","11.33","","94",""
8/27/2008,16:45:00,"","7.57","","0.2","","1","","14.0","","95.9","","11.30","","94",""
8/27/2008,17:00:00,"","7.58","","0.2","","0","","10.5","","95.9","","11.28","","94",""
8/27/2008,17:15:00,"","7.59","","0.2","","0","","9.9","","95.9","","11.28","","94",""
8/27/2008,17:30:00,"","7.60","","0.2","","1","","9.3","","95.8","","11.26","","93",""
8/27/2008,17:45:00,"","7.61","","0.2","","1","","8.0","","95.8","","11.27","","93",""
8/27/2008,18:00:00,"","7.62","","0.2","","1","","7.9","","95.9","","11.27","","93",""
8/27/2008,18:15:00,"","7.62","","0.2","","1","","8.2","","95.6","","11.24","","93",""
8/27/2008,18:30:00,"","7.61","","0.2","","1","","7.4","","95.5","","11.24","","93",""
8/27/2008,18:45:00,"","7.60","","0.2","","1","","6.8","","95.6","","11.25","","91",""
8/27/2008,19:00:00,"","7.59","","0.2","","1","","6.3","","95.4","","11.23","","91",""
8/27/2008,19:15:00,"","7.58","","0.2","","0","","6.4","","95.3","","11.22","","91",""
8/27/2008,19:30:00,"","7.56","","0.2","","1","","5.8","","95.1","","11.20","","91",""
8/27/2008,19:45:00,"","7.55","","0.2","","0","","6.0","","95.2","","11.21","","91",""
8/27/2008,20:00:00,"","7.53","","0.2","","0","","5.3","","94.9","","11.18","","89",""
8/27/2008,20:15:00,"","7.51","","0.2","","1","","5.8","","94.8","","11.17","","89",""
