Hydrolab DS5 45497
"Log File Name : June 29 DS 1"
"Setup Date (M/D/YYYY) : 6/27/2008"
"Setup Time (HH:MM:SS) : 14:08:17"
"Starting Date (M/D/YYYY) : 6/29/2008"
"Starting Time (HH:MM:SS) : 12:00:00"
"Stopping Date (M/D/YYYY) : 8/29/2008"
"Stopping Time (HH:MM:SS) : 12:45:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:02:00"
"Circltr warmup (HH:MM:SS) : 00:02:00"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","mS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","%Left",""

6/29/2008,12:00:00,"","14.08","","0.0","","106","","0.0","","101.0","","10.23","","100",""
6/29/2008,12:15:00,"","8.26","","0.2","","761","","1.9","","99.6","","11.53","","100",""
6/29/2008,12:30:00,"","8.36","","0.2","","928","","1.7","","99.9","","11.53","","100",""
6/29/2008,12:45:00,"","8.47","","0.2","","248","","1.8","","100.3","","11.55","","100",""
6/29/2008,13:00:00,"","8.58","","0.2","","488","","1.6","","100.5","","11.54","","100",""
6/29/2008,13:15:00,"","8.60","","0.2","","518","","1.7","","100.5","","11.54","","100",""
6/29/2008,13:30:00,"","8.66","","0.2","","361","","1.4","","100.6","","11.53","","100",""
6/29/2008,13:45:00,"","8.71","","0.2","","632","","1.5","","100.8","","11.54","","100",""
6/29/2008,14:00:00,"","8.81","","0.2","","764","","1.6","","100.9","","11.52","","100",""
6/29/2008,14:15:00,"","8.91","","0.2","","619","","1.3","","101.1","","11.52","","100",""
6/29/2008,14:30:00,"","8.96","","0.2","","698","","1.3","","101.1","","11.51","","100",""
6/29/2008,14:45:00,"","9.00","","0.2","","223","","1.5","","101.4","","11.52","","100",""
6/29/2008,15:00:00,"","9.14","","0.2","","105","","7.7","","101.2","","11.47","","100",""
6/29/2008,15:15:00,"","9.28","","0.2","","155","","2.3","","101.7","","11.48","","100",""
6/29/2008,15:30:00,"","9.43","","0.2","","182","","1.8","","102.0","","11.48","","100",""
6/29/2008,15:45:00,"","9.50","","0.2","","132","","1.6","","102.1","","11.47","","100",""
