Hydrolab DS5 46711
"Log File Name : July 9 DS 3"
"Setup Date (M/D/YYYY) : 7/9/2008"
"Setup Time (HH:MM:SS) : 14:16:08"
"Starting Date (M/D/YYYY) : 7/9/2008"
"Starting Time (HH:MM:SS) : 14:30:00"
"Stopping Date (M/D/YYYY) : 9/9/2008"
"Stopping Time (HH:MM:SS) : 12:45:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:02:00"
"Circltr warmup (HH:MM:SS) : 00:02:00"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","mS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","%Left",""

7/9/2008,14:30:00,"","16.21","","0.0","","367","","5.6","","103.7","","10.03","","100",""
7/9/2008,14:45:00,"","10.13","","0.2","","1394","","11.3","","94.2","","10.43","","100",""
7/9/2008,15:00:00,"","10.19","","0.2","","1363","","11.5","","94.1","","10.40","","100",""
7/9/2008,15:15:00,"","10.27","","0.2","","1322","","11.2","","94.5","","10.43","","100",""
7/9/2008,15:30:00,"","10.34","","0.2","","735","","10.6","","94.8","","10.44","","100",""
7/9/2008,15:45:00,"","10.41","","0.2","","392","","10.0","","95.1","","10.45","","100",""
7/9/2008,16:00:00,"","10.49","","0.2","","160","","10.2","","95.3","","10.45","","100",""
7/9/2008,16:15:00,"","10.55","","0.2","","151","","9.6","","95.5","","10.46","","100",""
7/9/2008,16:30:00,"","10.62","","0.2","","127","","9.6","","95.6","","10.47","","100",""
7/9/2008,16:45:00,"","10.70","","0.2","","116","","9.7","","95.8","","10.46","","100",""
7/9/2008,17:00:00,"","10.78","","0.2","","111","","10.1","","96.1","","10.48","","100",""
7/9/2008,17:15:00,"","10.84","","0.2","","109","","9.8","","96.2","","10.47","","100",""
7/9/2008,17:30:00,"","10.89","","0.2","","108","","10.1","","96.4","","10.48","","100",""
7/9/2008,17:45:00,"","10.95","","0.2","","120","","10.0","","96.4","","10.47","","100",""
7/9/2008,18:00:00,"","11.00","","0.2","","119","","9.5","","96.5","","10.46","","98",""
7/9/2008,18:15:00,"","11.04","","0.2","","129","","9.8","","96.7","","10.48","","98",""
