Hydrolab DS5 46710
"Log File Name : Sept 12 DS 2"
"Setup Date (M/D/YYYY) : 9/12/2008"
"Setup Time (HH:MM:SS) : 15:01:19"
"Starting Date (M/D/YYYY) : 9/12/2008"
"Starting Time (HH:MM:SS) : 15:15:00"
"Stopping Date (M/D/YYYY) : 10/12/2008"
"Stopping Time (HH:MM:SS) : 12:00:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:02:00"
"Circltr warmup (HH:MM:SS) : 00:02:00"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","µS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","%Left",""

9/12/2008,15:15:00,"","6.39","","158","","1","","37.8","","97.3","","11.79","","100",""
9/12/2008,15:30:00,"","6.40","","158","","1","","52.2","","97.3","","11.79","","100",""
9/12/2008,15:45:00,"","6.40","","158","","1","","42.3","","97.4","","11.81","","100",""
9/12/2008,16:00:00,"","6.40","","159","","1","","45.1","","97.4","","11.81","","100",""
9/12/2008,16:15:00,"","6.40","","159","","0","","43.5","","97.4","","11.80","","100",""
9/12/2008,16:30:00,"","6.40","","159","","0","","47.3","","97.4","","11.80","","100",""
9/12/2008,16:45:00,"","6.40","","158","","0","","50.1","","97.3","","11.80","","100",""
9/12/2008,17:00:00,"","6.40","","159","","1","","48.2","","97.3","","11.79","","100",""
9/12/2008,17:15:00,"","6.40","","159","","0","","50.3","","97.3","","11.79","","100",""
9/12/2008,17:30:00,"","6.39","","158","","1","","51.7","","97.4","","11.81","","98",""
9/12/2008,17:45:00,"","6.39","","159","","1","","47.7","","97.4","","11.81","","98",""
9/12/2008,18:00:00,"","6.39","","158","","0","","47.4","","97.4","","11.80","","98",""
9/12/2008,18:15:00,"","6.38","","159","","0","","50.5","","97.2","","11.79","","96",""
9/12/2008,18:30:00,"","6.38","","159","","0","","63.6","","97.1","","11.78","","96",""
9/12/2008,18:45:00,"","6.37","","160","","0","","52.3","","97.1","","11.77","","96",""
9/12/2008,19:00:00,"","6.36","","159","","0","","52.3","","97.1","","11.78","","96",""
9/12/2008,19:15:00,"","6.35","","160","","1","","51.2","","96.8","","11.75","","96",""
9/12/2008,19:30:00,"","6.34","","160","","1","","53.2","","96.8","","11.75","","96",""
9/12/2008,19:45:00,"","6.32","","160","","1","","53.7","","96.6","","11.74","","96",""
9/12/2008,20:00:00,"","6.31","","160","","0","","50.4","","96.4","","11.71","","94",""
9/12/2008,20:15:00,"","6.30","","160","","1","","53.8","","96.3","","11.70","","94",""
9/12/2008,20:30:00,"","6.28","","161","","0","","52.2","","96.1","","11.69","","94",""
9/12/2008,20:45:00,"","6.26","","160","","0","","48.5","","95.8","","11.65","","94",""
9/12/2008,21:00:00,"","6.24","","161","","1","","55.5","","95.6","","11.63","","94",""
9/12/2008,21:15:00,"","6.23","","160","","0","","53.1","","95.6","","11.64","","94",""
9/12/2008,21:30:00,"","6.21","","161","","1","","57.9","","95.2","","11.60","","93",""
9/12/2008,21:45:00,"","6.19","","161","","1","","53.2","","95.0","","11.58","","93",""
9/12/2008,22:00:00,"","6.17","","160","","1","","47.8","","95.0","","11.58","","93",""
9/12/2008,22:15:00,"","6.16","","160","","0","","53.9","","94.8","","11.56","","93",""
9/12/2008,22:30:00,"","6.13","","161","","0","","62.3","","94.7","","11.55","","93",""
9/12/2008,22:45:00,"","6.11","","161","","0","","54.3","","94.5","","11.54","","93",""
9/12/2008,23:00:00,"","6.09","","161","","1","","50.6","","94.3","","11.53","","91",""
9/12/2008,23:15:00,"","6.07","","161","","0","","50.0","","94.3","","11.52","","91",""
9/12/2008,23:30:00,"","6.04","","161","","0","","50.1","","94.1","","11.51","","91",""
9/12/2008,23:45:00,"","6.02","","161","","0","","45.8","","94.0","","11.50","","91",""
9/13/2008,00:00:00,"","6.00","","161","","1","","50.6","","93.8","","11.49","","91",""
9/13/2008,00:15:00,"","5.99","","161","","1","","50.8","","93.8","","11.49","","91",""
9/13/2008,00:30:00,"","5.97","","161","","1","","53.7","","93.8","","11.49","","91",""
9/13/2008,00:45:00,"","5.95","","161","","0","","53.8","","93.6","","11.48","","89",""
9/13/2008,01:00:00,"","5.93","","161","","1","","52.6","","93.5","","11.46","","89",""
9/13/2008,01:15:00,"","5.91","","161","","1","","55.4","","93.5","","11.47","","89",""
9/13/2008,01:30:00,"","5.90","","161","","0","","51.2","","93.4","","11.47","","89",""
9/13/2008,01:45:00,"","5.88","","161","","1","","53.3","","93.3","","11.46","","89",""
9/13/2008,02:00:00,"","5.86","","160","","0","","55.1","","93.3","","11.46","","89",""
9/13/2008,02:15:00,"","5.84","","160","","1","","56.0","","93.2","","11.46","","89",""
9/13/2008,02:30:00,"","5.83","","161","","1","","55.9","","93.3","","11.47","","87",""
9/13/2008,02:45:00,"","5.81","","160","","1","","53.9","","93.2","","11.47","","87",""
9/13/2008,03:00:00,"","5.79","","160","","0","","58.1","","93.3","","11.48","","87",""
9/13/2008,03:15:00,"","5.78","","160","","1","","59.3","","93.2","","11.48","","87",""
9/13/2008,03:30:00,"","5.77","","160","","0","","57.7","","93.4","","11.50","","87",""
9/13/2008,03:45:00,"","5.75","","160","","0","","62.6","","93.0","","11.46","","87",""
9/13/2008,04:00:00,"","5.74","","160","","0","","60.4","","93.0","","11.46","","87",""
9/13/2008,04:15:00,"","5.73","","160","","0","","64.9","","93.2","","11.49","","87",""
9/13/2008,04:30:00,"","5.72","","159","","1","","90.4","","93.0","","11.47","","87",""
9/13/2008,04:45:00,"","5.71","","160","","0","","69.4","","93.1","","11.48","","86",""
9/13/2008,05:00:00,"","5.70","","159","","0","","70.2","","93.0","","11.48","","86",""
9/13/2008,05:15:00,"","5.69","","159","","1","","68.0","","93.0","","11.48","","86",""
9/13/2008,05:30:00,"","5.67","","160","","0","","70.8","","93.2","","11.51","","86",""
9/13/2008,05:45:00,"","5.67","","160","","0","","85.4","","93.2","","11.50","","86",""
9/13/2008,06:00:00,"","5.65","","159","","1","","72.9","","93.0","","11.49","","86",""
9/13/2008,06:15:00,"","5.64","","159","","1","","93.2","","93.1","","11.51","","86",""
9/13/2008,06:30:00,"","5.63","","159","","1","","79.5","","93.1","","11.51","","86",""
9/13/2008,06:45:00,"","5.62","","160","","0","","104.0","","93.0","","11.50","","86",""
9/13/2008,07:00:00,"","5.61","","160","","0","","139.9","","93.2","","11.53","","86",""
9/13/2008,07:15:00,"","5.60","","160","","0","","82.4","","93.1","","11.52","","86",""
9/13/2008,07:30:00,"","5.58","","161","","0","","77.0","","93.2","","11.53","","84",""
9/13/2008,07:45:00,"","5.57","","161","","1","","66.5","","93.2","","11.54","","84",""
9/13/2008,08:00:00,"","5.56","","161","","1","","79.4","","93.2","","11.54","","84",""
9/13/2008,08:15:00,"","5.55","","161","","1","","146.9","","93.3","","11.55","","84",""
9/13/2008,08:30:00,"","5.55","","161","","1","","69.7","","93.4","","11.56","","84",""
9/13/2008,08:45:00,"","5.55","","161","","0","","71.6","","93.4","","11.57","","84",""
9/13/2008,09:00:00,"","5.55","","161","","1","","81.0","","93.5","","11.58","","84",""
9/13/2008,09:15:00,"","5.54","","161","","0","","78.0","","93.6","","11.60","","84",""
9/13/2008,09:30:00,"","5.55","","161","","1","","98.0","","93.8","","11.61","","84",""
9/13/2008,09:45:00,"","5.55","","161","","1","","94.6","","93.9","","11.64","","84",""
9/13/2008,10:00:00,"","5.55","","161","","0","","103.3","","94.1","","11.66","","84",""
9/13/2008,10:15:00,"","5.55","","161","","1","","89.8","","94.2","","11.67","","84",""
9/13/2008,10:30:00,"","5.55","","161","","1","","109.1","","94.4","","11.70","","82",""
9/13/2008,10:45:00,"","5.56","","161","","1","","119.3","","94.7","","11.72","","82",""
9/13/2008,11:00:00,"","5.57","","161","","1","","96.8","","94.8","","11.73","","82",""
9/13/2008,11:15:00,"","5.57","","161","","1","","112.0","","95.1","","11.77","","82",""
9/13/2008,11:30:00,"","5.59","","161","","0","","101.0","","95.1","","11.76","","82",""
9/13/2008,11:45:00,"","5.60","","162","","0","","126.3","","95.1","","11.76","","82",""
9/13/2008,12:00:00,"","5.61","","161","","1","","155.1","","95.5","","11.81","","82",""
9/13/2008,12:15:00,"","5.63","","162","","0","","121.4","","95.5","","11.80","","82",""
9/13/2008,12:30:00,"","5.65","","162","","1","","114.0","","95.8","","11.83","","82",""
9/13/2008,12:45:00,"","5.66","","161","","0","","98.5","","95.9","","11.84","","82",""
9/13/2008,13:00:00,"","5.68","","162","","0","","117.7","","96.2","","11.88","","82",""
9/13/2008,13:15:00,"","5.69","","162","","0","","121.6","","96.3","","11.89","","82",""
9/13/2008,13:30:00,"","5.72","","162","","0","","108.9","","96.5","","11.90","","82",""
9/13/2008,13:45:00,"","5.75","","162","","1","","110.2","","96.7","","11.92","","82",""
9/13/2008,14:00:00,"","5.80","","162","","1","","102.5","","97.0","","11.93","","81",""
