Hydrolab DS5 46710
"Log File Name : June 29 DS 2"
"Setup Date (M/D/YYYY) : 6/27/2008"
"Setup Time (HH:MM:SS) : 14:05:48"
"Starting Date (M/D/YYYY) : 6/29/2008"
"Starting Time (HH:MM:SS) : 12:00:00"
"Stopping Date (M/D/YYYY) : 8/29/2008"
"Stopping Time (HH:MM:SS) : 12:45:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:02:00"
"Circltr warmup (HH:MM:SS) : 00:02:00"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","mS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","%Left",""

6/29/2008,12:00:00,"","13.76","","0.0","?","1","","0.0","","99.2","","10.12","","100",""
6/29/2008,12:15:00,"","14.21","","0.0","","0","","0.0","","99.8","","10.08","","100",""
6/29/2008,12:30:00,"","15.21","","0.0","","1","","4.3","","103.2","","10.19","","100",""
6/29/2008,12:45:00,"","8.78","","0.2","","1","","26.7","","99.1","","11.32","","100",""
6/29/2008,13:00:00,"","8.85","","0.2","","0","","33.1","","99.1","","11.30","","100",""
6/29/2008,13:15:00,"","8.89","","0.2","","1","","37.8","","99.2","","11.30","","100",""
6/29/2008,13:30:00,"","8.92","","0.2","","1","","29.4","","99.2","","11.30","","100",""
6/29/2008,13:45:00,"","8.96","","0.2","","0","","53.3","","99.3","","11.30","","100",""
6/29/2008,14:00:00,"","9.00","","0.2","","0","","23.9","","99.5","","11.31","","100",""
6/29/2008,14:15:00,"","9.09","","0.2","","0","","25.1","","99.7","","11.31","","100",""
6/29/2008,14:30:00,"","9.18","","0.2","","1","","24.8","","99.8","","11.30","","98",""
6/29/2008,14:45:00,"","9.23","","0.2","","1","","23.8","","99.8","","11.29","","98",""
6/29/2008,15:00:00,"","9.31","","0.2","","1","","23.1","","100.0","","11.29","","98",""
6/29/2008,15:15:00,"","9.42","","0.2","","1","","22.3","","100.2","","11.27","","98",""
6/29/2008,15:30:00,"","9.55","","0.2","","0","","23.7","","100.5","","11.28","","96",""
6/29/2008,15:45:00,"","9.60","","0.2","","0","","44.7","","100.5","","11.26","","96",""
