Hydrolab DS5 46711
"Log File Name : Sept 13 DS 3"
"Setup Date (M/D/YYYY) : 9/13/2008"
"Setup Time (HH:MM:SS) : 12:18:03"
"Starting Date (M/D/YYYY) : 9/13/2008"
"Starting Time (HH:MM:SS) : 12:30:00"
"Stopping Date (M/D/YYYY) : 10/13/2008"
"Stopping Time (HH:MM:SS) : 12:00:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:02:00"
"Circltr warmup (HH:MM:SS) : 00:02:00"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","µS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","%Left",""

9/13/2008,12:30:00,"","6.05","","168","?","142","","142.9","","93.7","","11.45","","100",""
9/13/2008,12:45:00,"","6.06","","168","","143","","136.5","","93.8","","11.46","","100",""
9/13/2008,13:00:00,"","6.07","","168","","139","","135.2","","93.9","","11.47","","100",""
9/13/2008,13:15:00,"","6.08","","168","","153","","137.2","","93.9","","11.47","","100",""
9/13/2008,13:30:00,"","6.11","","168","","248","","137.6","","94.1","","11.49","","100",""
9/13/2008,13:45:00,"","6.13","","168","","258","","129.2","","94.2","","11.49","","100",""
9/13/2008,14:00:00,"","6.16","","168","","377","","132.2","","94.4","","11.51","","100",""
9/13/2008,14:15:00,"","6.18","","167","","245","","122.3","","94.6","","11.53","","100",""
9/13/2008,14:30:00,"","6.20","","167","","395","","120.0","","94.8","","11.54","","100",""
9/13/2008,14:45:00,"","6.22","","167","","207","","113.5","","94.8","","11.54","","100",""
9/13/2008,15:00:00,"","6.24","","167","","111","","134.7","","94.9","","11.55","","100",""
9/13/2008,15:15:00,"","6.25","","167","","120","","110.3","","95.0","","11.56","","100",""
9/13/2008,15:30:00,"","6.26","","167","","109","","106.3","","95.1","","11.57","","98",""
9/13/2008,15:45:00,"","6.28","","167","","97","","115.8","","95.2","","11.57","","98",""
9/13/2008,16:00:00,"","6.29","","167","","93","","116.6","","95.3","","11.59","","98",""
9/13/2008,16:15:00,"","6.30","","167","","89","","120.4","","95.4","","11.59","","98",""
9/13/2008,16:30:00,"","6.31","","167","","78","","104.6","","95.5","","11.60","","96",""
9/13/2008,16:45:00,"","6.31","","166","","72","","106.1","","95.5","","11.60","","96",""
9/13/2008,17:00:00,"","6.31","","166","","71","","116.1","","95.6","","11.62","","96",""
9/13/2008,17:15:00,"","6.31","","167","","62","","108.5","","95.7","","11.62","","96",""
9/13/2008,17:30:00,"","6.31","","167","","59","","112.8","","95.8","","11.63","","96",""
9/13/2008,17:45:00,"","6.32","","167","","64","","134.9","","95.7","","11.62","","96",""
9/13/2008,18:00:00,"","6.33","","166","","70","","106.2","","95.9","","11.64","","94",""
9/13/2008,18:15:00,"","6.33","","167","","65","","109.6","","95.7","","11.62","","94",""
9/13/2008,18:30:00,"","6.34","","167","","55","","103.7","","96.0","","11.65","","94",""
9/13/2008,18:45:00,"","6.34","","167","","35","","105.8","","96.1","","11.66","","94",""
9/13/2008,19:00:00,"","6.34","","167","","33","","108.3","","96.2","","11.67","","94",""
9/13/2008,19:15:00,"","6.34","","167","","25","","104.6","","96.3","","11.69","","94",""
9/13/2008,19:30:00,"","6.33","","167","","17","","111.2","","96.2","","11.68","","94",""
9/13/2008,19:45:00,"","6.33","","167","","12","","104.5","","96.2","","11.68","","94",""
9/13/2008,20:00:00,"","6.32","","167","","6","","113.6","","96.2","","11.69","","93",""
9/13/2008,20:15:00,"","6.31","","167","","3","","112.8","","96.3","","11.70","","93",""
9/13/2008,20:30:00,"","6.29","","167","","1","","120.0","","96.3","","11.70","","93",""
9/13/2008,20:45:00,"","6.29","","167","","1","","117.5","","96.1","","11.68","","93",""
9/13/2008,21:00:00,"","6.28","","167","","0","","123.6","","96.3","","11.71","","93",""
9/13/2008,21:15:00,"","6.28","","167","","0","","117.9","","96.3","","11.70","","91",""
9/13/2008,21:30:00,"","6.27","","167","","1","","107.5","","96.3","","11.71","","91",""
9/13/2008,21:45:00,"","6.27","","168","","1","","127.8","","96.3","","11.71","","91",""
9/13/2008,22:00:00,"","6.26","","167","","1","","130.0","","96.3","","11.71","","91",""
9/13/2008,22:15:00,"","6.25","","168","","1","","131.9","","96.2","","11.70","","91",""
9/13/2008,22:30:00,"","6.24","","168","","1","","136.2","","96.1","","11.70","","91",""
9/13/2008,22:45:00,"","6.23","","168","","1","","128.2","","96.1","","11.70","","91",""
9/13/2008,23:00:00,"","6.21","","168","","0","","128.1","","96.0","","11.69","","91",""
9/13/2008,23:15:00,"","6.19","","168","","1","","134.2","","96.0","","11.70","","91",""
9/13/2008,23:30:00,"","6.18","","168","","0","","120.6","","95.9","","11.68","","89",""
9/13/2008,23:45:00,"","6.15","","168","","0","","103.6","","95.9","","11.69","","89",""
9/14/2008,00:00:00,"","6.13","","168","","1","","110.3","","96.0","","11.71","","89",""
9/14/2008,00:15:00,"","6.12","","168","","1","","113.2","","95.6","","11.67","","89",""
9/14/2008,00:30:00,"","6.10","","168","","1","","108.8","","95.6","","11.68","","89",""
9/14/2008,00:45:00,"","6.08","","168","","0","","123.1","","95.8","","11.70","","87",""
9/14/2008,01:00:00,"","6.06","","169","","1","","116.8","","95.7","","11.70","","87",""
9/14/2008,01:15:00,"","6.05","","168","","1","","113.8","","95.7","","11.70","","87",""
9/14/2008,01:30:00,"","6.03","","168","","1","","113.8","","95.7","","11.70","","87",""
9/14/2008,01:45:00,"","6.02","","168","","1","","109.6","","95.4","","11.68","","87",""
9/14/2008,02:00:00,"","6.00","","168","","1","","110.2","","95.4","","11.69","","87",""
9/14/2008,02:15:00,"","5.99","","168","","1","","110.9","","95.4","","11.68","","87",""
9/14/2008,02:30:00,"","5.97","","167","","1","","118.4","","95.2","","11.67","","87",""
9/14/2008,02:45:00,"","5.95","","167","","1","","112.4","","95.5","","11.70","","87",""
9/14/2008,03:00:00,"","5.93","","166","","1","","115.3","","95.3","","11.68","","87",""
9/14/2008,03:15:00,"","5.91","","166","","1","","113.7","","95.2","","11.69","","87",""
9/14/2008,03:30:00,"","5.89","","166","","1","","112.4","","95.1","","11.68","","87",""
9/14/2008,03:45:00,"","5.87","","165","","1","","115.4","","95.0","","11.67","","86",""
9/14/2008,04:00:00,"","5.85","","165","","1","","113.4","","94.9","","11.67","","86",""
9/14/2008,04:15:00,"","5.83","","165","","0","","119.0","","95.0","","11.68","","86",""
9/14/2008,04:30:00,"","5.81","","164","","1","","111.1","","94.9","","11.68","","86",""
9/14/2008,04:45:00,"","5.80","","164","","1","","114.5","","94.9","","11.68","","86",""
9/14/2008,05:00:00,"","5.78","","164","","1","","111.3","","94.7","","11.65","","86",""
9/14/2008,05:15:00,"","5.76","","163","","1","","115.8","","94.6","","11.65","","86",""
9/14/2008,05:30:00,"","5.75","","163","","1","","111.9","","94.6","","11.65","","86",""
9/14/2008,05:45:00,"","5.73","","163","","1","","109.6","","94.6","","11.66","","86",""
9/14/2008,06:00:00,"","5.71","","163","","1","","111.2","","94.4","","11.65","","86",""
9/14/2008,06:15:00,"","5.69","","163","","1","","111.5","","94.5","","11.66","","86",""
9/14/2008,06:30:00,"","5.67","","162","","1","","104.6","","94.3","","11.65","","86",""
9/14/2008,06:45:00,"","5.65","","162","","1","","134.6","","94.3","","11.65","","86",""
9/14/2008,07:00:00,"","5.63","","162","","1","","107.2","","94.4","","11.66","","84",""
9/14/2008,07:15:00,"","5.60","","162","","0","","105.9","","94.2","","11.65","","84",""
9/14/2008,07:30:00,"","5.58","","162","","1","","108.2","","94.2","","11.66","","84",""
9/14/2008,07:45:00,"","5.56","","162","","2","","107.3","","94.2","","11.66","","84",""
9/14/2008,08:00:00,"","5.54","","162","","5","","105.3","","94.2","","11.67","","84",""
9/14/2008,08:15:00,"","5.51","","162","","7","","107.4","","94.1","","11.67","","84",""
9/14/2008,08:30:00,"","5.50","","161","","11","","107.0","","94.0","","11.66","","84",""
9/14/2008,08:45:00,"","5.48","","162","","14","","99.0","","93.9","","11.65","","84",""
9/14/2008,09:00:00,"","5.46","","162","","20","","105.7","","94.1","","11.68","","84",""
9/14/2008,09:15:00,"","5.45","","162","","23","","110.6","","94.0","","11.68","","82",""
9/14/2008,09:30:00,"","5.44","","161","","34","","121.2","","94.0","","11.67","","82",""
9/14/2008,09:45:00,"","5.44","","162","","35","","116.3","","94.0","","11.68","","82",""
9/14/2008,10:00:00,"","5.42","","162","","36","","109.3","","94.1","","11.69","","82",""
9/14/2008,10:15:00,"","5.42","","161","","39","","105.0","","94.1","","11.69","","82",""
9/14/2008,10:30:00,"","5.42","","162","","39","","116.4","","93.9","","11.68","","82",""
9/14/2008,10:45:00,"","5.42","","161","","45","","167.6","","93.9","","11.67","","82",""
9/14/2008,11:00:00,"","5.42","","161","","60","","108.3","","94.2","","11.71","","82",""
9/14/2008,11:15:00,"","5.43","","162","","55","","112.4","","94.2","","11.70","","82",""
