Hydrolab DS5 46710
"Log File Name : July 20 2009 DS1"
"Setup Date (M/D/YYYY) : 7/20/2009"
"Setup Time (HH:MM:SS) : 11:59:00"
"Starting Date (M/D/YYYY) : 7/20/2009"
"Starting Time (HH:MM:SS) : 12:15:00"
"Stopping Date (M/D/YYYY) : 9/20/2009"
"Stopping Time (HH:MM:SS) : 11:45:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:00:30"
"Circltr warmup (HH:MM:SS) : 00:00:30"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","µS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","Volts",""

7/20/2009,12:15:00,"","11.85","","1","","1","","307.4","","99.9","","10.75","","12.2",""
7/20/2009,12:30:00,"","11.86","","167","","1","","0.3","","95.1","","10.24","","12.2",""
7/20/2009,12:45:00,"","11.95","","167","","1","","0.3","","95.2","","10.23","","12.3",""
7/20/2009,13:00:00,"","11.98","","167","","1","","0.1","","95.4","","10.24","","12.2",""
7/20/2009,13:15:00,"","12.05","","167","","0","","0.2","","95.5","","10.24","","12.3",""
7/20/2009,13:30:00,"","12.13","","167","","0","","0.2","","95.8","","10.24","","12.2",""
7/20/2009,13:45:00,"","12.19","","167","","0","","0.2","","96.0","","10.25","","12.2",""
7/20/2009,14:00:00,"","12.28","","167","","0","","0.1","","96.1","","10.25","","12.2",""
7/20/2009,14:15:00,"","12.35","","167","","0","","0.2","","96.3","","10.25","","12.2",""
7/20/2009,14:30:00,"","12.45","","167","","1","","0.0","","96.5","","10.25","","12.2",""
7/20/2009,14:45:00,"","12.58","","167","","0","","2.8","","97.0","","10.27","","12.2",""
7/20/2009,15:00:00,"","12.67","","168","","1","","0.1","","97.0","","10.25","","12.2",""
7/20/2009,15:15:00,"","12.73","","168","","1","","0.1","","97.2","","10.26","","12.2",""
7/20/2009,15:30:00,"","12.72","","167","","1","","0.0","","97.2","","10.26","","12.2",""
7/20/2009,15:45:00,"","12.71","","167","","0","","0.3","","96.8","","10.23","","12.2",""
7/20/2009,16:00:00,"","12.70","","168","","0","","0.0","","96.8","","10.22","","12.2",""
7/20/2009,16:15:00,"","12.68","","168","","1","","0.2","","96.6","","10.20","","12.2",""
7/20/2009,16:30:00,"","12.68","","168","","0","","0.1","","96.2","","10.17","","12.2",""
7/20/2009,16:45:00,"","12.66","","167","","1","","0.1","","96.2","","10.16","","12.2",""
7/20/2009,17:00:00,"","12.66","","167","","1","","0.1","","96.0","","10.15","","12.2",""
7/20/2009,17:15:00,"","12.65","","168","","1","","0.1","","96.2","","10.17","","12.2",""
7/20/2009,17:30:00,"","12.65","","168","","1","","0.0","","96.0","","10.15","","12.1",""
7/20/2009,17:45:00,"","12.65","","167","","0","","0.1","","95.9","","10.13","","12.2",""
7/20/2009,18:00:00,"","12.68","","167","","0","","0.0","","96.0","","10.14","","12.2",""
7/20/2009,18:15:00,"","12.71","","167","","0","","0.1","","96.1","","10.15","","12.2",""
7/20/2009,18:30:00,"","12.73","","168","","0","","0.2","","96.2","","10.15","","12.2",""
7/20/2009,18:45:00,"","12.76","","168","","0","","0.3","","96.2","","10.15","","12.1",""
7/20/2009,19:00:00,"","12.74","","168","","1","","0.2","","96.1","","10.14","","12.1",""
7/20/2009,19:15:00,"","12.73","","168","","0","","0.1","","96.2","","10.15","","12.1",""
