Hydrolab DS5 46710
"Log File Name : Aug 3 2009 DS1"
"Setup Date (M/D/YYYY) : 8/3/2009"
"Setup Time (HH:MM:SS) : 12:01:19"
"Starting Date (M/D/YYYY) : 8/3/2009"
"Starting Time (HH:MM:SS) : 12:00:00"
"Stopping Date (M/D/YYYY) : 10/3/2009"
"Stopping Time (HH:MM:SS) : 11:45:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:00:30"
"Circltr warmup (HH:MM:SS) : 00:00:30"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","µS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","Volts",""

8/3/2009,12:00:00,"","10.21","","172","","0","","0.0","","93.9","","10.50","","10.4",""
8/3/2009,12:15:00,"","10.32","","172","","0","","0.0","","94.2","","10.51","","10.4",""
8/3/2009,12:30:00,"","10.43","","172","","0","","0.0","","94.4","","10.50","","10.4",""
8/3/2009,12:45:00,"","10.53","","172","","0","","0.0","","94.9","","10.53","","10.4",""
8/3/2009,13:00:00,"","10.64","","172","","0","","0.0","","95.0","","10.51","","10.4",""
8/3/2009,13:15:00,"","10.76","","172","","1","","0.0","","95.4","","10.53","","10.4",""
8/3/2009,13:30:00,"","10.87","","172","","0","","0.0","","95.5","","10.51","","10.4",""
8/3/2009,13:45:00,"","10.99","","172","","1","","0.0","","95.8","","10.52","","10.4",""
8/3/2009,14:00:00,"","11.12","","172","","1","","0.0","","95.9","","10.50","","10.4",""
8/3/2009,14:15:00,"","11.25","","172","","0","","0.3","","96.3","","10.51","","10.4",""
8/3/2009,14:30:00,"","11.38","","172","","0","","0.0","","96.4","","10.49","","10.4",""
8/3/2009,14:45:00,"","11.51","","172","","1","","0.0","","96.4","","10.46","","10.4",""
8/3/2009,15:00:00,"","11.62","","172","","1","","0.0","","96.8","","10.47","","10.4",""
8/3/2009,15:15:00,"","11.74","","172","","0","","0.0","","97.0","","10.47","","10.4",""
8/3/2009,15:30:00,"","11.84","","172","","0","","0.0","","97.2","","10.47","","10.4",""
8/3/2009,15:45:00,"","11.95","","172","","1","","0.0","","97.2","","10.44","","10.4",""
8/3/2009,16:00:00,"","12.07","","173","","0","","0.0","","97.2","","10.42","","10.4",""
8/3/2009,16:15:00,"","12.16","","172","","1","","0.0","","97.6","","10.43","","10.4",""
8/3/2009,16:30:00,"","12.25","","173","","1","","0.0","","97.6","","10.41","","10.4",""
8/3/2009,16:45:00,"","12.37","","173","","0","","0.0","","97.8","","10.40","","10.4",""
8/3/2009,17:00:00,"","12.44","","173","","1","","0.0","","97.7","","10.38","","10.4",""
8/3/2009,17:15:00,"","12.54","","173","","0","","0.0","","97.8","","10.37","","10.4",""
8/3/2009,17:30:00,"","12.60","","172","","0","","0.0","","97.9","","10.36","","10.4",""
8/3/2009,17:45:00,"","12.67","","172","","1","","0.0","","97.8","","10.33","","10.4",""
8/3/2009,18:00:00,"","12.74","","172","","1","","0.1","","97.7","","10.30","","10.4",""
8/3/2009,18:15:00,"","12.79","","173","","1","","0.0","","97.7","","10.30","","10.4",""
8/3/2009,18:30:00,"","12.83","","173","","1","","0.0","","97.6","","10.28","","10.4",""
8/3/2009,18:45:00,"","12.87","","173","","0","","0.0","","97.4","","10.25","","10.4",""
8/3/2009,19:00:00,"","12.89","","173","","1","","0.1","","97.3","","10.23","","10.4",""
