Hydrolab DS5 46710
"Log File Name : Aug 31 2009 DS1"
"Setup Date (M/D/YYYY) : 8/31/2009"
"Setup Time (HH:MM:SS) : 11:23:31"
"Starting Date (M/D/YYYY) : 8/31/2009"
"Starting Time (HH:MM:SS) : 11:45:00"
"Stopping Date (M/D/YYYY) : 10/31/2009"
"Stopping Time (HH:MM:SS) : 11:45:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:00:30"
"Circltr warmup (HH:MM:SS) : 00:00:30"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","µS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","Volts",""

8/31/2009,11:45:00,"","11.10","","0","","0","","24.5","","102.7","","11.26","","9.9",""
8/31/2009,12:00:00,"","6.89","","157","","1","","66.8","","99.0","","12.01","","12.1",""
8/31/2009,12:15:00,"","6.90","","157","","0","","67.9","","99.1","","12.02","","12.2",""
8/31/2009,12:30:00,"","6.90","","157","","1","","64.2","","99.1","","12.03","","12.2",""
8/31/2009,12:45:00,"","6.91","","157","","0","","66.5","","99.2","","12.03","","12.2",""
8/31/2009,13:00:00,"","6.93","","156","","1","","66.6","","99.4","","12.05","","12.2",""
8/31/2009,13:15:00,"","6.93","","156","","0","","74.9","","99.6","","12.08","","12.2",""
8/31/2009,13:30:00,"","6.93","","155","","1","","76.0","","99.5","","12.06","","12.2",""
8/31/2009,13:45:00,"","6.93","","155","","1","","77.5","","99.8","","12.10","","12.1",""
8/31/2009,14:00:00,"","6.92","","154","","0","","74.9","","99.7","","12.09","","12.2",""
8/31/2009,14:15:00,"","6.91","","154","","1","","126.8","","99.9","","12.12","","12.1",""
8/31/2009,14:30:00,"","6.90","","152","","1","","100.5","","99.9","","12.12","","12.1",""
8/31/2009,14:45:00,"","6.88","","152","","0","","78.3","","100.0","","12.13","","12.1",""
8/31/2009,15:00:00,"","6.87","","151","","1","","94.8","","100.0","","12.14","","12.1",""
8/31/2009,15:15:00,"","6.84","","150","","0","","87.3","","99.9","","12.13","","12.1",""
8/31/2009,15:30:00,"","6.82","","149","","1","","86.2","","100.1","","12.16","","12.1",""
8/31/2009,15:45:00,"","6.81","","148","","1","","94.2","","100.1","","12.17","","12.1",""
8/31/2009,16:00:00,"","6.79","","147","","0","","90.5","","100.2","","12.19","","12.1",""
8/31/2009,16:15:00,"","6.77","","145","","1","","93.9","","100.4","","12.22","","12.1",""
8/31/2009,16:30:00,"","6.75","","144","","1","","95.1","","100.3","","12.22","","12.1",""
8/31/2009,16:45:00,"","6.73","","143","","1","","93.4","","100.4","","12.23","","12.1",""
8/31/2009,17:00:00,"","6.70","","142","","0","","101.9","","100.2","","12.21","","12.1",""
8/31/2009,17:15:00,"","6.66","","141","","1","","102.9","","100.2","","12.23","","12.1",""
8/31/2009,17:30:00,"","6.63","","140","","0","","102.7","","100.5","","12.27","","12.1",""
8/31/2009,17:45:00,"","6.61","","138","","0","","108.5","","100.4","","12.26","","12.1",""
8/31/2009,18:00:00,"","6.58","","138","","0","","105.9","","100.4","","12.28","","12.1",""
8/31/2009,18:15:00,"","6.56","","137","","1","","103.3","","100.3","","12.27","","12.1",""
8/31/2009,18:30:00,"","6.53","","136","","0","","107.8","","100.4","","12.30","","12.1",""
8/31/2009,18:45:00,"","6.50","","136","","1","","105.7","","100.3","","12.29","","12.1",""
