Hydrolab DS5 45497
"Log File Name : May 27 2009 DS4"
"Setup Date (M/D/YYYY) : 5/26/2009"
"Setup Time (HH:MM:SS) : 18:02:54"
"Starting Date (M/D/YYYY) : 5/27/2009"
"Starting Time (HH:MM:SS) : 12:00:00"
"Stopping Date (M/D/YYYY) : 7/27/2009"
"Stopping Time (HH:MM:SS) : 11:45:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:00:30"
"Circltr warmup (HH:MM:SS) : 00:00:30"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","µS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","Volts",""

5/27/2009,12:00:00,"","24.37","","0","","2","","0.0","","99.3","","8.22","","10.8",""
5/27/2009,12:15:00,"","24.44","","0","","2","","0.0","","99.5","","8.23","","10.8",""
5/27/2009,12:30:00,"","24.47","","0","","2","","0.0","","99.2","","8.20","","10.8",""
5/27/2009,12:45:00,"","24.43","","0","","2","","0.0","","99.0","","8.19","","10.8",""
5/27/2009,13:00:00,"","24.37","","0","","2","","0.0","","98.9","","8.19","","10.8",""
5/27/2009,13:15:00,"","24.28","","0","","2","","0.0","","98.8","","8.20","","10.8",""
5/27/2009,13:30:00,"","8.78","","140","","1","","8.3","","91.9","","10.57","","10.8",""
5/27/2009,13:45:00,"","8.76","","140","","2","","7.9","","91.8","","10.57","","10.7",""
5/27/2009,14:00:00,"","8.73","","141","","1","","8.0","","91.9","","10.59","","10.7",""
5/27/2009,14:15:00,"","8.71","","141","","1","","7.3","","91.9","","10.59","","10.7",""
5/27/2009,14:30:00,"","8.69","","141","","1","","7.7","","91.8","","10.58","","10.6",""
5/27/2009,14:45:00,"","8.67","","141","","0","","5.9","","91.4","","10.54","","10.6",""
5/27/2009,15:00:00,"","8.65","","141","","3","","5.5","","91.3","","10.54","","10.6",""
5/27/2009,15:15:00,"","8.63","","141","","1","","4.8","","91.1","","10.52","","10.6",""
5/27/2009,15:30:00,"","8.65","","142","","0","","5.6","","91.4","","10.56","","10.6",""
5/27/2009,15:45:00,"","8.67","","142","","1","","5.1","","91.4","","10.55","","10.6",""
5/27/2009,16:00:00,"","8.70","","142","","0","","5.4","","91.4","","10.54","","10.6",""
5/27/2009,16:15:00,"","8.69","","142","","2","","5.8","","91.6","","10.57","","10.6",""
5/27/2009,16:30:00,"","8.67","","142","","0","","5.9","","91.5","","10.56","","10.6",""
5/27/2009,16:45:00,"","8.65","","142","","0","","5.6","","91.5","","10.57","","10.6",""
5/27/2009,17:00:00,"","8.64","","142","","0","","5.9","","91.6","","10.57","","10.6",""
5/27/2009,17:15:00,"","8.65","","142","","0","","6.2","","91.6","","10.57","","10.6",""
5/27/2009,17:30:00,"","8.66","","143","","1","","7.4","","91.5","","10.56","","10.6",""
5/27/2009,17:45:00,"","8.66","","143","","1","","5.6","","91.4","","10.55","","10.6",""
5/27/2009,18:00:00,"","8.67","","143","","1","","6.3","","91.6","","10.57","","10.6",""
5/27/2009,18:15:00,"","8.66","","143","","1","","6.1","","91.5","","10.56","","10.6",""
5/27/2009,18:30:00,"","8.65","","143","","2","","5.6","","91.5","","10.56","","10.6",""
5/27/2009,18:45:00,"","8.65","","143","","1","","6.5","","91.6","","10.58","","10.6",""
5/27/2009,19:00:00,"","8.64","","143","","2","","6.1","","91.5","","10.57","","10.6",""
