Hydrolab DS5 45497
"Log File Name : May 12 2009 DS4"
"Setup Date (M/D/YYYY) : 5/10/2009"
"Setup Time (HH:MM:SS) : 13:12:02"
"Starting Date (M/D/YYYY) : 5/12/2009"
"Starting Time (HH:MM:SS) : 12:00:00"
"Stopping Date (M/D/YYYY) : 6/12/2009"
"Stopping Time (HH:MM:SS) : 11:45:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:00:30"
"Circltr warmup (HH:MM:SS) : 00:00:30"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","µS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","Volts",""

5/12/2009,12:00:00,"","19.03","","12","","2","","140.0","","90.6","","8.52","","12.1",""
5/12/2009,12:15:00,"","18.53","","12","","2","","0.0","","89.2","","8.47","","12.1",""
5/12/2009,12:30:00,"","18.04","","13","","1","","38.8","","89.2","","8.55","","12.1",""
5/12/2009,12:45:00,"","17.59","","13","","2","","79.5","","88.2","","8.54","","12.1",""
5/12/2009,13:00:00,"","17.18","","13","","1","","96.9","","89.0","","8.68","","12.1",""
5/12/2009,13:15:00,"","16.78","","13","","1","","84.2","","87.6","","8.62","","12.1",""
5/12/2009,13:30:00,"","16.41","","13","","2","","8.8","","86.9","","8.61","","12.1",""
5/12/2009,13:45:00,"","15.91","","13","","1","","0.0","","86.8","","8.70","","12.0",""
5/12/2009,14:00:00,"","15.39","","0","","1","","2.1","","92.1","","9.34","","12.0",""
5/12/2009,14:15:00,"","15.14","","0","","1","","0.0","","91.9","","9.36","","12.0",""
5/12/2009,14:30:00,"","14.93","","0","","1","","19.8","","91.8","","9.39","","12.0",""
5/12/2009,14:45:00,"","14.85","","13","","1","","5.4","","91.4","","9.38","","12.0",""
5/12/2009,15:00:00,"","14.67","","13","","1","","1700.0","","91.7","","9.43","","12.0",""
5/12/2009,15:15:00,"","14.59","","13","","1","","1700.0","","91.7","","9.46","","12.0",""
5/12/2009,15:30:00,"","14.56","","13","","0","","1709.0","","91.9","","9.48","","12.0",""
5/12/2009,15:45:00,"","14.62","","13","","2","","1718.0","","91.7","","9.45","","12.0",""
5/12/2009,16:00:00,"","14.76","","13","","1","","1729.0","","91.6","","9.41","","12.0",""
5/12/2009,16:15:00,"","14.94","","13","","2","","1734.0","","92.1","","9.43","","12.0",""
5/12/2009,16:30:00,"","15.15","","13","","1","","1710.0","","92.2","","9.40","","12.0",""
5/12/2009,16:45:00,"","15.38","","13","","1","","1742.0","","92.4","","9.36","","11.9",""
5/12/2009,17:00:00,"","15.61","","13","","2","","1753.0","","92.7","","9.35","","12.0",""
5/12/2009,17:15:00,"","15.85","","13","","2","","1753.0","","93.0","","9.33","","11.9",""
5/12/2009,17:30:00,"","16.10","","13","","2","","1750.0","","93.3","","9.31","","12.0",""
5/12/2009,17:45:00,"","16.34","","13","","2","","1759.0","","93.7","","9.30","","12.0",""
5/12/2009,18:00:00,"","16.58","","13","","2","","1788.0","","93.7","","9.26","","11.9",""
5/12/2009,18:15:00,"","16.82","","13","","2","","1794.0","","93.8","","9.22","","11.9",""
5/12/2009,18:30:00,"","17.05","","13","","2","","1816.0","","94.0","","9.20","","11.9",""
5/12/2009,18:45:00,"","17.28","","13","","2","","1814.0","","94.2","","9.18","","11.9",""
5/12/2009,19:00:00,"","17.50","","13","","1","","1843.0","","94.6","","9.17","","11.9",""
