Hydrolab DS5 46710
"Log File Name : July 7 2009 DS1"
"Setup Date (M/D/YYYY) : 7/6/2009"
"Setup Time (HH:MM:SS) : 16:26:19"
"Starting Date (M/D/YYYY) : 7/7/2009"
"Starting Time (HH:MM:SS) : 12:00:00"
"Stopping Date (M/D/YYYY) : 9/7/2009"
"Stopping Time (HH:MM:SS) : 11:45:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:00:30"
"Circltr warmup (HH:MM:SS) : 00:00:30"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","µS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","Volts",""

7/7/2009,12:00:00,"","10.79","","156","?","0","","0.5","","95.1","","10.61","","12.2",""
7/7/2009,12:15:00,"","10.90","","156","","1","","0.0","","95.5","","10.62","","12.2",""
7/7/2009,12:30:00,"","11.02","","156","","0","","0.0","","95.8","","10.63","","12.2",""
7/7/2009,12:45:00,"","11.14","","156","","0","","0.0","","96.1","","10.63","","12.2",""
7/7/2009,13:00:00,"","11.27","","156","","0","","0.0","","96.4","","10.63","","12.2",""
7/7/2009,13:15:00,"","11.40","","156","","0","","0.0","","96.7","","10.64","","12.2",""
7/7/2009,13:30:00,"","11.53","","156","","0","","0.0","","96.8","","10.61","","12.2",""
7/7/2009,13:45:00,"","11.66","","156","","1","","0.0","","97.2","","10.63","","12.2",""
7/7/2009,14:00:00,"","11.79","","156","","0","","0.0","","97.4","","10.61","","12.2",""
7/7/2009,14:15:00,"","11.93","","157","","0","","0.0","","97.6","","10.61","","12.2",""
7/7/2009,14:30:00,"","12.06","","157","","1","","0.0","","97.8","","10.59","","12.2",""
7/7/2009,14:45:00,"","12.19","","157","","1","","0.4","","98.0","","10.58","","12.2",""
7/7/2009,15:00:00,"","12.32","","157","","1","","0.0","","98.2","","10.57","","12.2",""
7/7/2009,15:15:00,"","12.46","","157","","1","","0.0","","98.4","","10.56","","12.2",""
7/7/2009,15:30:00,"","12.58","","157","","0","","0.0","","98.5","","10.54","","12.1",""
7/7/2009,15:45:00,"","12.71","","157","","1","","0.0","","98.7","","10.54","","12.2",""
7/7/2009,16:00:00,"","12.82","","157","","0","","0.0","","98.7","","10.51","","12.2",""
7/7/2009,16:15:00,"","12.93","","157","","1","","11.4","","98.9","","10.50","","12.2",""
7/7/2009,16:30:00,"","13.03","","157","","1","","0.0","","99.0","","10.49","","12.2",""
7/7/2009,16:45:00,"","13.12","","157","","0","","0.0","","99.1","","10.47","","12.2",""
7/7/2009,17:00:00,"","13.23","","158","","0","","0.0","","99.1","","10.45","","12.1",""
7/7/2009,17:15:00,"","13.30","","157","","0","","0.0","","99.1","","10.43","","12.1",""
7/7/2009,17:30:00,"","13.37","","158","","1","","0.0","","99.1","","10.42","","12.1",""
7/7/2009,17:45:00,"","13.44","","158","","0","","0.0","","98.9","","10.39","","12.1",""
7/7/2009,18:00:00,"","13.50","","158","","1","","0.0","","99.1","","10.39","","12.1",""
7/7/2009,18:15:00,"","13.54","","157","","0","","0.0","","99.0","","10.37","","12.1",""
7/7/2009,18:30:00,"","13.58","","158","","0","","0.0","","98.9","","10.35","","12.1",""
7/7/2009,18:45:00,"","13.61","","158","","0","","0.0","","98.8","","10.33","","12.1",""
7/7/2009,19:00:00,"","13.63","","158","","0","","0.9","","98.8","","10.32","","12.1",""
