Hydrolab DS5 46712
"Log File Name : June 9 2009 DS3"
"Setup Date (M/D/YYYY) : 6/9/2009"
"Setup Time (HH:MM:SS) : 11:33:07"
"Starting Date (M/D/YYYY) : 6/9/2009"
"Starting Time (HH:MM:SS) : 11:45:00"
"Stopping Date (M/D/YYYY) : 8/9/2009"
"Stopping Time (HH:MM:SS) : 11:45:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:00:30"
"Circltr warmup (HH:MM:SS) : 00:00:30"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","µS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","Volts",""

6/9/2009,11:45:00,"","10.67","","159","?","537","","0.8","","109.5","","12.16","","12.3",""
6/9/2009,12:00:00,"","10.63","","160","","1048","","2.1","","91.0","","10.11","","12.3",""
6/9/2009,12:15:00,"","10.67","","159","","2326","","2.2","","91.1","","10.12","","12.3",""
6/9/2009,12:30:00,"","10.75","","159","","2534","","1.9","","91.5","","10.14","","12.3",""
6/9/2009,12:45:00,"","10.80","","160","","1195","","1.8","","91.7","","10.16","","12.3",""
6/9/2009,13:00:00,"","10.87","","159","","1181","","2.1","","91.9","","10.16","","12.3",""
6/9/2009,13:15:00,"","10.89","","160","","1136","","1.9","","92.0","","10.16","","12.3",""
6/9/2009,13:30:00,"","10.91","","160","","1217","","1.8","","92.3","","10.19","","12.3",""
6/9/2009,13:45:00,"","10.93","","159","","1213","","1.9","","92.4","","10.20","","12.3",""
6/9/2009,14:00:00,"","10.95","","159","","608","","1.7","","92.4","","10.20","","12.3",""
6/9/2009,14:15:00,"","10.96","","160","","503","","1.9","","92.5","","10.20","","12.2",""
6/9/2009,14:30:00,"","11.01","","160","","1462","","1.7","","92.7","","10.22","","12.2",""
6/9/2009,14:45:00,"","11.05","","160","","1498","","1.6","","93.2","","10.26","","12.2",""
6/9/2009,15:00:00,"","11.06","","160","","895","","1.6","","93.1","","10.24","","12.2",""
6/9/2009,15:15:00,"","11.09","","160","","722","","1.6","","93.0","","10.22","","12.2",""
6/9/2009,15:30:00,"","11.12","","160","","1724","","1.5","","93.3","","10.26","","12.2",""
6/9/2009,15:45:00,"","11.15","","160","","1493","","1.5","","93.3","","10.25","","12.2",""
6/9/2009,16:00:00,"","11.18","","160","","668","","1.6","","93.3","","10.25","","12.2",""
6/9/2009,16:15:00,"","11.21","","160","","704","","1.5","","93.2","","10.23","","12.2",""
6/9/2009,16:30:00,"","11.26","","160","","800","","1.6","","93.7","","10.26","","12.2",""
6/9/2009,16:45:00,"","11.31","","160","","652","","1.4","","93.9","","10.28","","12.2",""
6/9/2009,17:00:00,"","11.36","","160","","459","","1.9","","94.0","","10.28","","12.2",""
6/9/2009,17:15:00,"","11.41","","160","","407","","1.6","","93.9","","10.26","","12.2",""
6/9/2009,17:30:00,"","11.44","","161","","511","","1.6","","94.2","","10.28","","12.2",""
6/9/2009,17:45:00,"","11.47","","160","","554","","1.4","","94.3","","10.28","","12.2",""
6/9/2009,18:00:00,"","11.47","","161","","507","","1.6","","94.3","","10.28","","12.2",""
6/9/2009,18:15:00,"","11.48","","161","","496","","1.6","","94.3","","10.28","","12.2",""
6/9/2009,18:30:00,"","11.49","","161","","305","","1.6","","94.3","","10.27","","12.2",""
6/9/2009,18:45:00,"","11.51","","161","","368","","1.5","","94.2","","10.26","","12.2",""
