Hydrolab DS5 46711
"Log File Name : Aug 3 2009 DS2"
"Setup Date (M/D/YYYY) : 8/3/2009"
"Setup Time (HH:MM:SS) : 13:50:30"
"Starting Date (M/D/YYYY) : 8/3/2009"
"Starting Time (HH:MM:SS) : 14:15:00"
"Stopping Date (M/D/YYYY) : 10/3/2009"
"Stopping Time (HH:MM:SS) : 11:45:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:00:30"
"Circltr warmup (HH:MM:SS) : 00:00:30"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","µS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","Volts",""

8/3/2009,14:15:00,"","11.08","","249","","3105","","1.6","","98.0","","10.89","","12.2",""
8/3/2009,14:30:00,"","11.20","","248","","3103","","1.3","","98.0","","10.86","","12.3",""
8/3/2009,14:45:00,"","11.30","","249","","3023","","1.4","","98.1","","10.85","","12.2",""
8/3/2009,15:00:00,"","11.40","","249","","2755","","1.5","","98.1","","10.82","","12.2",""
8/3/2009,15:15:00,"","11.51","","249","","2841","","1.5","","98.3","","10.82","","12.2",""
8/3/2009,15:30:00,"","11.61","","249","","2787","","1.4","","98.5","","10.81","","12.2",""
8/3/2009,15:45:00,"","11.67","","248","","1784","","1.5","","98.6","","10.81","","12.2",""
8/3/2009,16:00:00,"","11.76","","249","","2766","","1.5","","98.8","","10.81","","12.2",""
8/3/2009,16:15:00,"","11.83","","249","","2614","","1.4","","98.6","","10.77","","12.2",""
8/3/2009,16:30:00,"","11.92","","249","","2567","","1.5","","98.8","","10.78","","12.2",""
8/3/2009,16:45:00,"","11.98","","249","","2575","","1.2","","99.0","","10.78","","12.2",""
8/3/2009,17:00:00,"","12.04","","249","","2441","","1.2","","99.0","","10.77","","12.2",""
8/3/2009,17:15:00,"","12.10","","249","","2116","","1.2","","98.9","","10.74","","12.2",""
8/3/2009,17:30:00,"","12.14","","249","","2361","","1.1","","98.8","","10.71","","12.2",""
8/3/2009,17:45:00,"","12.19","","249","","1744","","1.1","","98.8","","10.71","","12.2",""
8/3/2009,18:00:00,"","12.22","","249","","1566","","1.1","","98.8","","10.70","","12.1",""
8/3/2009,18:15:00,"","12.26","","249","","1003","","1.3","","98.9","","10.70","","12.2",""
8/3/2009,18:30:00,"","12.28","","249","","960","","1.0","","98.7","","10.68","","12.2",""
8/3/2009,18:45:00,"","12.29","","249","","783","","1.2","","98.5","","10.65","","12.1",""
8/3/2009,19:00:00,"","12.30","","249","","674","","1.1","","98.3","","10.63","","12.1",""
8/3/2009,19:15:00,"","12.30","","249","","631","","1.1","","98.4","","10.63","","12.1",""
8/3/2009,19:30:00,"","12.30","","249","","603","","1.0","","98.1","","10.60","","12.1",""
8/3/2009,19:45:00,"","12.29","","249","","555","","1.0","","97.8","","10.58","","12.1",""
8/3/2009,20:00:00,"","12.28","","249","","495","","1.2","","97.6","","10.56","","12.1",""
8/3/2009,20:15:00,"","12.25","","249","","417","","1.1","","97.4","","10.55","","12.1",""
8/3/2009,20:30:00,"","12.23","","249","","450","","1.1","","97.3","","10.53","","12.1",""
8/3/2009,20:45:00,"","12.20","","249","","380","","1.0","","96.9","","10.50","","12.1",""
8/3/2009,21:00:00,"","12.18","","249","","312","","1.1","","96.7","","10.48","","12.1",""
8/3/2009,21:15:00,"","12.14","","249","","239","","1.1","","96.2","","10.43","","12.1",""
