Hydrolab DS5 46712
"Log File Name : May 27 2009 DS3"
"Setup Date (M/D/YYYY) : 5/26/2009"
"Setup Time (HH:MM:SS) : 17:44:52"
"Starting Date (M/D/YYYY) : 5/27/2009"
"Starting Time (HH:MM:SS) : 12:00:00"
"Stopping Date (M/D/YYYY) : 6/27/2009"
"Stopping Time (HH:MM:SS) : 11:45:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:00:30"
"Circltr warmup (HH:MM:SS) : 00:00:30"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","µS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","Volts",""

5/27/2009,12:00:00,"","8.61","","139","","862","","6.7","","90.7","","10.48","","10.8",""
5/27/2009,12:15:00,"","8.62","","139","","275","","6.7","","90.7","","10.48","","10.8",""
5/27/2009,12:30:00,"","8.64","","139","","404","","6.6","","90.8","","10.48","","10.8",""
5/27/2009,12:45:00,"","8.67","","140","","644","","6.5","","90.9","","10.49","","10.8",""
5/27/2009,13:00:00,"","8.69","","140","","742","","6.2","","90.8","","10.47","","10.7",""
5/27/2009,13:15:00,"","8.71","","140","","639","","6.2","","90.8","","10.47","","10.7",""
5/27/2009,13:30:00,"","8.72","","140","","416","","5.7","","91.0","","10.49","","10.7",""
5/27/2009,13:45:00,"","8.70","","140","","284","","5.4","","90.8","","10.46","","10.7",""
5/27/2009,14:00:00,"","8.68","","140","","208","","6.1","","90.9","","10.49","","10.7",""
5/27/2009,14:15:00,"","8.65","","141","","198","","5.8","","90.9","","10.49","","10.7",""
5/27/2009,14:30:00,"","8.64","","140","","154","","5.8","","90.7","","10.48","","10.7",""
5/27/2009,14:45:00,"","8.64","","140","","124","","5.5","","90.8","","10.48","","10.7",""
5/27/2009,15:00:00,"","8.63","","141","","99","","5.5","","90.8","","10.49","","10.6",""
5/27/2009,15:15:00,"","8.62","","141","","216","","5.7","","90.7","","10.48","","10.7",""
5/27/2009,15:30:00,"","8.62","","141","","742","","5.5","","90.6","","10.47","","10.6",""
5/27/2009,15:45:00,"","8.64","","141","","1069","","5.4","","90.7","","10.48","","10.6",""
5/27/2009,16:00:00,"","8.68","","141","","415","","5.7","","91.0","","10.50","","10.7",""
5/27/2009,16:15:00,"","8.69","","142","","252","","5.9","","90.7","","10.46","","10.7",""
5/27/2009,16:30:00,"","8.69","","141","","117","","5.7","","90.9","","10.48","","10.6",""
5/27/2009,16:45:00,"","8.68","","141","","149","","7.0","","90.8","","10.48","","10.6",""
5/27/2009,17:00:00,"","8.67","","142","","186","","6.8","","90.9","","10.49","","10.6",""
5/27/2009,17:15:00,"","8.67","","142","","444","","7.3","","90.8","","10.48","","10.6",""
5/27/2009,17:30:00,"","8.69","","142","","282","","7.2","","90.8","","10.48","","10.6",""
5/27/2009,17:45:00,"","8.71","","142","","347","","7.2","","90.9","","10.48","","10.6",""
5/27/2009,18:00:00,"","8.73","","142","","357","","6.1","","91.0","","10.48","","10.6",""
5/27/2009,18:15:00,"","8.75","","142","","222","","5.7","","91.1","","10.49","","10.6",""
5/27/2009,18:30:00,"","8.77","","142","","207","","5.6","","91.0","","10.48","","10.6",""
5/27/2009,18:45:00,"","8.78","","142","","195","","6.0","","91.0","","10.48","","10.6",""
5/27/2009,19:00:00,"","8.79","","142","","105","","5.4","","91.2","","10.50","","10.6",""
