Hydrolab DS5 45497
"Log File Name : July 21 2009 DS4"
"Setup Date (M/D/YYYY) : 7/21/2009"
"Setup Time (HH:MM:SS) : 12:59:19"
"Starting Date (M/D/YYYY) : 7/21/2009"
"Starting Time (HH:MM:SS) : 13:15:00"
"Stopping Date (M/D/YYYY) : 9/21/2009"
"Stopping Time (HH:MM:SS) : 11:45:00"
"Interval (HH:MM:SS) : 00:15:00"
"Sensor warmup (HH:MM:SS) : 00:00:30"
"Circltr warmup (HH:MM:SS) : 00:00:30"

"Date","Time","","Temp","","SpCond","","PAR","","TurbSC","","LDO%","","LDO","","IBatt",""
"M/D/YYYY","HH:MM:SS","","°C","","µS/cm","","µE/s/m²","","NTU","","Sat","","mg/l","","Volts",""

7/21/2009,13:15:00,"","12.19","","161","","78","","5.9","","91.8","","9.77","","12.3",""
7/21/2009,13:30:00,"","12.24","","160","","45","","2.8","","90.9","","9.66","","12.3",""
7/21/2009,13:45:00,"","12.33","","160","","38","","1.9","","91.1","","9.66","","12.3",""
7/21/2009,14:00:00,"","12.39","","161","","44","","1.5","","91.3","","9.67","","12.3",""
7/21/2009,14:15:00,"","12.47","","161","","43","","1.4","","91.7","","9.69","","12.3",""
7/21/2009,14:30:00,"","12.53","","161","","48","","1.0","","91.6","","9.67","","12.3",""
7/21/2009,14:45:00,"","12.64","","161","","46","","1.1","","91.8","","9.67","","12.2",""
7/21/2009,15:00:00,"","12.71","","161","","47","","0.7","","92.1","","9.69","","12.2",""
7/21/2009,15:15:00,"","12.79","","161","","45","","3.8","","92.4","","9.70","","12.2",""
7/21/2009,15:30:00,"","12.84","","161","","47","","2.1","","92.4","","9.69","","12.2",""
7/21/2009,15:45:00,"","12.94","","161","","40","","1.5","","92.8","","9.71","","12.2",""
7/21/2009,16:00:00,"","13.02","","161","","38","","15.9","","92.9","","9.71","","12.2",""
7/21/2009,16:15:00,"","13.06","","161","","40","","2.7","","93.0","","9.70","","12.2",""
7/21/2009,16:30:00,"","13.11","","161","","41","","1.3","","93.0","","9.69","","12.2",""
7/21/2009,16:45:00,"","13.16","","161","","48","","1.0","","93.5","","9.74","","12.2",""
7/21/2009,17:00:00,"","13.25","","161","","35","","3.9","","93.3","","9.69","","12.2",""
7/21/2009,17:15:00,"","13.30","","162","","37","","1.4","","93.2","","9.67","","12.2",""
7/21/2009,17:30:00,"","13.34","","162","","39","","1.1","","93.2","","9.66","","12.2",""
7/21/2009,17:45:00,"","13.38","","162","","49","","2.4","","93.3","","9.67","","12.2",""
7/21/2009,18:00:00,"","13.41","","162","","44","","1.2","","93.4","","9.67","","12.2",""
7/21/2009,18:15:00,"","13.45","","161","","43","","0.9","","93.4","","9.66","","12.2",""
7/21/2009,18:30:00,"","13.46","","162","","49","","0.9","","93.6","","9.68","","12.2",""
7/21/2009,18:45:00,"","13.48","","162","","44","","1.2","","93.5","","9.67","","12.2",""
7/21/2009,19:00:00,"","13.47","","162","","45","","12.8","","93.3","","9.64","","12.2",""
7/21/2009,19:15:00,"","13.46","","162","","29","","1.3","","93.2","","9.63","","12.2",""
7/21/2009,19:30:00,"","13.43","","162","","41","","1.4","","93.2","","9.64","","12.2",""
7/21/2009,19:45:00,"","13.44","","162","","33","","1.0","","92.8","","9.60","","12.2",""
7/21/2009,20:00:00,"","13.40","","162","","36","","1.0","","92.6","","9.59","","12.2",""
7/21/2009,20:15:00,"","13.35","","162","","43","","3.1","","92.6","","9.60","","12.2",""
