"Plot Title: 10537882"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10537882, SEN S/N: 10537882)","Coupler Detached (LGR S/N: 10537882, SEN S/N: 10537882)","Coupler Attached (LGR S/N: 10537882, SEN S/N: 10537882)","Stopped (LGR S/N: 10537882, SEN S/N: 10537882)","End Of File (LGR S/N: 10537882, SEN S/N: 10537882)"
1,05/06/19 12:00:00 PM,19.532,Logged,,,
2,05/06/19 01:00:00 PM,19.865,,,,
3,05/06/19 02:00:00 PM,20.055,,,,
4,05/06/19 03:00:00 PM,20.126,,,,
5,05/06/19 04:00:00 PM,19.674,,,,
6,05/06/19 05:00:00 PM,19.246,,,,
7,05/06/19 06:00:00 PM,19.151,,,,
8,05/06/19 07:00:00 PM,18.961,,,,
9,05/06/19 08:00:00 PM,18.818,,,,
10,05/06/19 09:00:00 PM,18.675,,,,
11,05/06/19 10:00:00 PM,18.580,,,,
12,05/06/19 11:00:00 PM,18.533,,,,
13,05/07/19 12:00:00 AM,18.580,,,,
14,05/07/19 01:00:00 AM,18.580,,,,
15,05/07/19 02:00:00 AM,18.580,,,,
16,05/07/19 03:00:00 AM,18.794,,,,
17,05/07/19 04:00:00 AM,19.103,,,,
18,05/07/19 05:00:00 AM,19.246,,,,
19,05/07/19 06:00:00 AM,19.318,,,,
20,05/07/19 07:00:00 AM,18.961,,,,
21,05/07/19 08:00:00 AM,18.794,,,,
22,05/07/19 09:00:00 AM,18.818,,,,
23,05/07/19 10:00:00 AM,21.700,,,,
24,05/07/19 11:00:00 AM,20.746,,,,
25,05/07/19 12:00:00 PM,21.963,,,,
26,05/07/19 01:00:00 PM,23.424,,,,
27,05/07/19 02:00:00 PM,17.368,,,,
28,05/07/19 03:00:00 PM,21.127,,,,
29,05/07/19 04:00:00 PM,22.154,,,,
30,05/07/19 05:00:00 PM,21.748,,,,
31,05/07/19 06:00:00 PM,23.617,,,,
32,05/07/19 07:00:00 PM,21.795,,,,
33,05/07/19 08:00:00 PM,20.674,,,,
34,05/07/19 09:00:00 PM,18.675,,,,
35,05/07/19 10:00:00 PM,16.272,,,,
36,05/07/19 11:00:00 PM,13.930,,,,
