"Plot Title: 10324669"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10324669, SEN S/N: 10324669)","Coupler Detached (LGR S/N: 10324669, SEN S/N: 10324669)","Coupler Attached (LGR S/N: 10324669, SEN S/N: 10324669)","Host Connected (LGR S/N: 10324669, SEN S/N: 10324669)","Stopped (LGR S/N: 10324669, SEN S/N: 10324669)","End Of File (LGR S/N: 10324669, SEN S/N: 10324669)"
1,05/06/19 12:00:00 PM,19.080,Logged,,,,
2,05/06/19 01:00:00 PM,19.508,,,,,
3,05/06/19 02:00:00 PM,19.746,,,,,
4,05/06/19 03:00:00 PM,19.865,,,,,
5,05/06/19 04:00:00 PM,19.770,,,,,
6,05/06/19 05:00:00 PM,19.365,,,,,
7,05/06/19 06:00:00 PM,19.175,,,,,
8,05/06/19 07:00:00 PM,18.961,,,,,
9,05/06/19 08:00:00 PM,18.818,,,,,
10,05/06/19 09:00:00 PM,18.699,,,,,
11,05/06/19 10:00:00 PM,18.580,,,,,
12,05/06/19 11:00:00 PM,18.509,,,,,
13,05/07/19 12:00:00 AM,18.509,,,,,
14,05/07/19 01:00:00 AM,18.509,,,,,
15,05/07/19 02:00:00 AM,18.509,,,,,
16,05/07/19 03:00:00 AM,18.557,,,,,
17,05/07/19 04:00:00 AM,18.794,,,,,
18,05/07/19 05:00:00 AM,18.985,,,,,
19,05/07/19 06:00:00 AM,19.127,,,,,
20,05/07/19 07:00:00 AM,19.008,,,,,
21,05/07/19 08:00:00 AM,18.818,,,,,
22,05/07/19 09:00:00 AM,18.699,,,,,
23,05/07/19 10:00:00 AM,19.318,,,,,
24,05/07/19 11:00:00 AM,19.294,,,,,
25,05/07/19 12:00:00 PM,18.961,,,,,
26,05/07/19 01:00:00 PM,18.794,,,,,
27,05/07/19 02:00:00 PM,18.723,,,,,
28,05/07/19 03:00:00 PM,18.866,,,,,
29,05/07/19 04:00:00 PM,19.080,,,,,
30,05/07/19 05:00:00 PM,19.318,,,,,
31,05/07/19 06:00:00 PM,19.579,,,,,
32,05/07/19 07:00:00 PM,19.746,,,,,
33,05/07/19 08:00:00 PM,19.793,,,,,
34,05/07/19 09:00:00 PM,19.793,,,,,
35,05/07/19 10:00:00 PM,19.698,,,,,
36,05/07/19 11:00:00 PM,19.508,,,,,
37,05/08/19 12:00:00 AM,19.199,,,,,
38,05/08/19 01:00:00 AM,18.961,,,,,
39,05/08/19 02:00:00 AM,18.842,,,,,
40,05/08/19 03:00:00 AM,18.842,,,,,
41,05/08/19 04:00:00 AM,18.771,,,,,
42,05/08/19 05:00:00 AM,18.747,,,,,
43,05/08/19 06:00:00 AM,18.699,,,,,
44,05/08/19 07:00:00 AM,18.628,,,,,
45,05/08/19 08:00:00 AM,18.557,,,,,
46,05/08/19 09:00:00 AM,18.485,,,,,
47,05/08/19 10:00:00 AM,18.842,,,,,
48,05/08/19 11:00:00 AM,18.652,,,,,
49,05/08/19 12:00:00 PM,17.058,,,,,
50,05/08/19 01:00:00 PM,16.296,,,,,
51,05/08/19 02:00:00 PM,16.201,,,,,
52,05/08/19 03:00:00 PM,16.201,,,,,
53,05/08/19 04:00:00 PM,16.344,,,,,
54,05/08/19 05:00:00 PM,16.773,,,,,
55,05/08/19 06:00:00 PM,17.368,,,,,
56,05/08/19 07:00:00 PM,17.986,,,,,
57,05/08/19 08:00:00 PM,18.343,,,,,
58,05/08/19 09:00:00 PM,18.485,,,,,
59,05/08/19 10:00:00 PM,18.557,,,,,
60,05/08/19 11:00:00 PM,18.580,,,,,
61,05/09/19 12:00:00 AM,18.533,,,,,
62,05/09/19 01:00:00 AM,18.485,,,,,
63,05/09/19 02:00:00 AM,18.461,,,,,
64,05/09/19 03:00:00 AM,18.485,,,,,
65,05/09/19 04:00:00 AM,18.509,,,,,
66,05/09/19 05:00:00 AM,18.533,,,,,
